Sqd,Giocatore,Ruolo,Q,PG,G,A,AM,ES,RT,RR,RS,RP,MV,MM,MP,yyss
empoli,Barba F.,D,8.0,18.0,2.0,,2.0,,,,,,6.06,6.32,5.0,2014-15
torino,Gazzi A.,C,9.0,30.0,,,12.0,,,,,,6.07,5.86,-6.0,2014-15
verona,Rodriguez G.,D,4.0,13.0,,,4.0,,,,,,5.62,5.46,-2.0,2014-15
milan,Van Ginkel M.,C,6.0,17.0,1.0,1.0,3.0,,,,,,5.53,5.69,2.5,2014-15
udinese,Jadson A.,C,2.0,,,,,,,,,,,6.0,,2014-15
juventus,Pereyra R.,C,19.0,35.0,4.0,2.0,2.0,,,,,,6.17,6.58,13.0,2014-15
parma,Nocerino A.,C,13.0,25.0,3.0,,2.0,,1.0,1.0,,,5.82,6.2,8.0,2014-15
sampdoria,Soriano R.,C,15.0,33.0,4.0,2.0,11.0,,,,,,5.98,6.25,8.5,2014-15
lazio,Onazi O.,C,6.0,16.0,1.0,,4.0,,,,,,5.79,5.88,1.0,2014-15
cagliari,Husbauer J.,C,4.0,2.0,,,,,,,,,,,,2014-15
lazio,Djordjevic F.,A,8.0,24.0,8.0,1.0,2.0,,,,,,5.96,7.0,24.0,2014-15
genoa,Perin M.,P,19.0,32.0,-38.0,,,1.0,,,,1.0,6.52,5.41,-36.0,2014-15
torino,Maksimovic N.,D,9.0,27.0,,3.0,4.0,,,,,,5.78,5.85,1.0,2014-15
cesena,Djuric M.,A,8.0,28.0,2.0,1.0,2.0,,,,,,5.59,5.81,6.0,2014-15
sampdoria,Frison,P,1.0,,,,,,,,,,,,,2014-15
roma,Sanabria A.,A,4.0,2.0,,,,,,,,,6.0,6.0,,2014-15
torino,El Kaddouri O.,C,16.0,32.0,3.0,4.0,8.0,1.0,1.0,,1.0,,5.97,6.16,5.0,2014-15
cagliari,Diakite M.,D,5.0,9.0,,,1.0,1.0,,,,,5.67,5.5,-1.5,2014-15
sassuolo,Lazarevic D.,C,5.0,18.0,1.0,1.0,2.0,,,,,,5.81,6.04,3.0,2014-15
fiorentina,Diamanti A.,C,13.0,11.0,2.0,,4.0,,1.0,,1.0,,5.86,5.95,1.0,2014-15
sassuolo,Sansone N.,A,17.0,35.0,5.0,3.0,3.0,1.0,,,,,5.94,6.4,15.5,2014-15
chievo,Schelotto E.,C,8.0,29.0,,,4.0,,,,,,5.81,5.74,-2.0,2014-15
udinese,Badu E.,C,9.0,27.0,1.0,1.0,4.0,1.0,,,,,5.8,5.9,1.0,2014-15
atalanta,Stendardo G.,D,8.0,24.0,2.0,,5.0,,,,,,5.83,5.98,3.5,2014-15
verona,Sala J.,C,10.0,16.0,2.0,1.0,2.0,2.0,,,,,6.23,6.5,4.0,2014-15
milan,Paletta G.,D,6.0,21.0,,,6.0,,,,,,5.71,5.57,-3.0,2014-15
inter,Hernanes A.,C,18.0,26.0,5.0,2.0,6.0,,,,,,6.12,6.71,14.0,2014-15
sassuolo,Peluso F.,D,6.0,28.0,,1.0,5.0,2.0,,,,,5.61,5.48,-3.5,2014-15
genoa,Sommariva D.,P,1.0,,,,,,,,,,,6.0,,2014-15
fiorentina,Alonso M.,D,6.0,22.0,1.0,2.0,4.0,,,,,,5.57,5.71,3.0,2014-15
palermo,Barreto E.,C,7.0,24.0,2.0,3.0,2.0,2.0,,,,,6.19,6.44,6.0,2014-15
palermo,Andelkovic S.,D,6.0,32.0,,1.0,5.0,1.0,,,,,5.64,5.5,-4.5,2014-15
udinese,Domizzi M.,D,3.0,11.0,,,1.0,2.0,,,,,5.86,5.67,-2.5,2014-15
fiorentina,El Hamdaoui M.,A,4.0,3.0,1.0,,1.0,,,,,,6.0,7.5,2.5,2014-15
palermo,Chochev I.,C,10.0,18.0,3.0,,4.0,,,,,,5.94,6.38,7.0,2014-15
juventus,Marchisio C.,C,20.0,35.0,3.0,4.0,9.0,,1.0,1.0,,,6.4,6.65,8.5,2014-15
torino,Quagliarella F.,A,27.0,34.0,13.0,2.0,3.0,,3.0,3.0,,,6.28,7.46,39.5,2014-15
verona,Greco L.,C,7.0,25.0,,1.0,8.0,,,,,,5.81,5.69,-3.0,2014-15
genoa,Perotti D.,C,15.0,27.0,4.0,5.0,5.0,,2.0,2.0,,,6.41,6.87,14.5,2014-15
chievo,Frey N.,D,8.0,31.0,,1.0,6.0,,,,,,5.82,5.78,-2.0,2014-15
udinese,Danilo L.,D,11.0,37.0,2.0,,7.0,,,,,,6.0,6.08,2.5,2014-15
chievo,Pozzi N.,A,4.0,3.0,,,,,,,,,5.5,5.75,,2014-15
udinese,Wague M.,D,5.0,10.0,2.0,,4.0,,,,,,5.75,6.3,4.0,2014-15
inter,Carrizo J.,P,1.0,1.0,-1.0,,,,,,,,7.0,4.0,-3.0,2014-15
juventus,Matri A.,A,11.0,21.0,7.0,3.0,2.0,,1.0,,1.0,,5.93,6.88,20.0,2014-15
verona,Marques R.,D,4.0,18.0,,,2.0,,,,,,5.67,5.47,-3.0,2014-15
cesena,Defrel G.,A,20.0,34.0,9.0,2.0,7.0,,,,,,5.99,6.74,25.5,2014-15
fiorentina,Kurtic J.,C,5.0,21.0,1.0,1.0,3.0,1.0,,,,,5.47,5.55,1.5,2014-15
chievo,Dainelli D.,D,10.0,30.0,,,8.0,,,,,,6.03,5.87,-4.0,2014-15
fiorentina,Basanta J.,D,8.0,24.0,2.0,,3.0,,,,,,5.7,5.89,4.5,2014-15
napoli,Callejon J.,A,21.0,38.0,11.0,3.0,1.0,,,,,,5.83,6.76,35.5,2014-15
atalanta,Sportiello M.,P,15.0,37.0,-55.0,,4.0,,,,,2.0,6.38,4.99,-51.0,2014-15
milan,Zaccardo C.,D,4.0,3.0,1.0,1.0,,1.0,,,,,5.83,6.83,3.0,2014-15
lazio,Klose M.,A,29.0,34.0,13.0,4.0,5.0,,,,,,6.08,7.39,40.5,2014-15
lazio,Berisha E.,P,9.0,10.0,-9.0,,,,,,,1.0,6.15,5.55,-6.0,2014-15
roma,Holebas J.,D,5.0,24.0,1.0,1.0,5.0,,,,,,5.59,5.65,1.5,2014-15
palermo,Milanovic Milan,D,3.0,,,,,,,,,,,,,2014-15
cagliari,Murru N.,D,3.0,8.0,,,2.0,1.0,,,,,5.36,5.07,-2.0,2014-15
genoa,Antonini L.,D,4.0,7.0,1.0,,1.0,,,,,,5.92,6.29,2.5,2014-15
sampdoria,Djordjevic L.,A,4.0,3.0,,,,,,,,,5.5,5.5,,2014-15
lazio,Keita B.,A,12.0,23.0,1.0,,3.0,,,,,,5.93,6.0,1.5,2014-15
parma,Gobbi M.,D,9.0,33.0,,1.0,10.0,,,,,,5.72,5.64,-4.0,2014-15
lazio,Cavanda L.,D,5.0,16.0,,2.0,4.0,1.0,,,,,6.07,6.0,-1.0,2014-15
parma,Iacobucci A.,P,1.0,7.0,-15.0,,,,,,,,5.5,4.15,-15.0,2014-15
milan,Antonelli L.,C,13.0,31.0,4.0,1.0,6.0,,,,,,6.02,6.34,10.0,2014-15
cesena,Dal Monte N.,A,1.0,4.0,,,,,,,,,5.67,5.67,,2014-15
milan,Honda K.,C,10.0,29.0,6.0,4.0,3.0,,,,,,5.67,6.38,20.5,2014-15
cagliari,Cossu A.,C,5.0,22.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,,5.8,5.84,1.0,2014-15
chievo,Meggiorini R.,A,17.0,30.0,4.0,4.0,8.0,,,,,,6.09,6.5,12.0,2014-15
sampdoria,Correa J.,C,5.0,6.0,,,,,,,,,5.7,5.7,,2014-15
torino,Bovo C.,D,5.0,15.0,,,4.0,,,,,,6.04,5.9,-2.0,2014-15
sampdoria,Wszolek P.,C,5.0,6.0,,1.0,1.0,,,,,,5.5,5.75,0.5,2014-15
torino,Gaston Silva P.,D,4.0,5.0,,,2.0,,,,,,6.0,5.8,-1.0,2014-15
inter,Obi J.,C,4.0,11.0,1.0,,1.0,,,,,,5.67,5.94,2.5,2014-15
cesena,Yabre A.,C,1.0,,,,,,,,,,,,,2014-15
napoli,Zapata D.,A,16.0,21.0,6.0,1.0,2.0,,,,,,6.07,7.36,18.0,2014-15
inter,Palacio R.,A,26.0,35.0,8.0,5.0,3.0,,1.0,,1.0,,5.91,6.67,24.5,2014-15
milan,Cerci A.,A,15.0,16.0,1.0,3.0,,,,,,,5.46,5.96,6.0,2014-15
torino,Masiello S.,D,3.0,1.0,,,,,,,,,6.0,6.0,,2014-15
napoli,Gargano W.,C,7.0,24.0,,1.0,6.0,,,,,,5.98,5.88,-2.0,2014-15
genoa,Laxalt D.,C,5.0,12.0,,,3.0,,,,,,5.82,5.71,-1.5,2014-15
roma,Yanga Mbiwa M.,D,8.0,28.0,1.0,1.0,6.0,,,,,,5.7,5.74,1.0,2014-15
palermo,Morganella M.,D,4.0,20.0,1.0,1.0,7.0,,,,,,5.95,5.98,0.5,2014-15
cagliari,Gonzalez A.,D,4.0,12.0,,,3.0,,,,,,5.46,5.33,-1.5,2014-15
cesena,Moncini G.,A,1.0,2.0,,,,,,,,,,,,2014-15
roma,Cole A.,D,4.0,11.0,,,2.0,,,,,,5.59,5.5,-1.0,2014-15
sampdoria,Muriel L.,A,13.0,27.0,4.0,4.0,3.0,,,,,,5.88,6.5,14.5,2014-15
inter,Gnoukouri A.,C,4.0,4.0,,,1.0,,,,,,6.5,6.25,-0.5,2014-15
milan,Muntari S.,C,4.0,16.0,2.0,,5.0,,,,,,5.38,5.65,3.5,2014-15
verona,Ionita A.,C,3.0,18.0,2.0,,4.0,,,,,,6.03,6.28,4.0,2014-15
roma,Nainggolan R.,C,20.0,35.0,5.0,2.0,10.0,,,,,,6.41,6.77,12.0,2014-15
lazio,Biglia L.,C,13.0,27.0,3.0,1.0,6.0,,2.0,1.0,1.0,,6.31,6.46,4.0,2014-15
verona,Rafael d.,P,10.0,20.0,-35.0,,1.0,1.0,,,,3.0,6.12,4.75,-27.5,2014-15
inter,Campagnaro H.,D,4.0,10.0,,,3.0,,,,,,5.5,5.31,-1.5,2014-15
atalanta,Bellini G.,D,5.0,15.0,,,2.0,1.0,,,,,5.73,5.6,-2.0,2014-15
sampdoria,Cacciatore F.,D,4.0,11.0,,,,1.0,,,,,5.85,5.75,-1.0,2014-15
empoli,Brillante J.,C,3.0,3.0,,,,,,,,,4.5,5.25,,2014-15
verona,Sorensen F.,D,3.0,10.0,,,3.0,,,,,,5.56,5.39,-1.5,2014-15
fiorentina,Bernardeschi F.,A,6.0,7.0,1.0,1.0,2.0,,,,,,5.86,6.29,3.0,2014-15
cagliari,Sau M.,A,17.0,28.0,7.0,2.0,3.0,,,,,,5.93,6.7,21.5,2014-15
cagliari,Cop D.,A,14.0,16.0,4.0,,1.0,,,,,,5.65,6.54,11.5,2014-15
lazio,Ledesma C.,C,5.0,13.0,,2.0,3.0,,,,,,5.55,5.6,0.5,2014-15
cesena,Brienza F.,C,18.0,30.0,8.0,3.0,2.0,,3.0,3.0,,,6.1,6.97,26.0,2014-15
fiorentina,Lupatelli C.,P,1.0,,,,,,,,,,,,,2014-15
cagliari,Balzano A.,D,4.0,25.0,,1.0,6.0,,,,,,5.7,5.54,-4.0,2014-15
verona,Tachtsidis P.,C,9.0,34.0,3.0,1.0,10.0,,,,,,5.87,5.96,3.0,2014-15
palermo,Fulignati A.,P,1.0,,,,,,,,,,,,,2014-15
roma,Maicon D.,D,4.0,14.0,1.0,1.0,3.0,,,,,,5.92,6.12,2.5,2014-15
atalanta,Dalessandro M.,C,7.0,25.0,,1.0,6.0,,,,,,5.82,5.78,-2.0,2014-15
atalanta,Denis G.,A,17.0,32.0,8.0,,4.0,,4.0,3.0,1.0,,5.58,6.19,19.0,2014-15
fiorentina,Aquilani A.,C,9.0,25.0,,,5.0,,,,,,5.81,5.71,-2.5,2014-15
cagliari,Mpoku P.,C,13.0,16.0,3.0,,4.0,,,,,,6.03,6.47,7.0,2014-15
roma,Florenzi A.,C,20.0,35.0,5.0,4.0,9.0,,1.0,1.0,,,6.16,6.57,14.5,2014-15
torino,Vives G.,C,10.0,28.0,1.0,3.0,8.0,,,,,,5.85,5.93,2.0,2014-15
cesena,Valzania L.,C,1.0,2.0,,,1.0,,,,,,5.5,5.25,-0.5,2014-15
verona,Martic I.,D,4.0,16.0,,,3.0,,,,,,5.61,5.5,-1.5,2014-15
cagliari,Dessena D.,C,9.0,28.0,1.0,2.0,4.0,,,,,,5.86,5.96,3.0,2014-15
udinese,Scuffet S.,P,4.0,2.0,-5.0,,,,,,,,6.0,4.33,-5.0,2014-15
empoli,Saponara R.,C,19.0,18.0,7.0,2.0,2.0,1.0,1.0,1.0,,,6.44,7.58,21.0,2014-15
torino,Jansson P.,D,4.0,9.0,,,1.0,1.0,,,,,5.71,5.56,-1.5,2014-15
milan,De Jong N.,C,11.0,29.0,3.0,,11.0,,,,,,5.86,5.98,3.5,2014-15
juventus,Bonucci L.,D,15.0,34.0,3.0,,8.0,,,,,,6.15,6.29,5.0,2014-15
cagliari,Muroni M.,C,1.0,,,,,,,,,,,,,2014-15
sassuolo,Fontanesi L.,D,3.0,3.0,,,,,,,,,6.17,6.17,,2014-15
sampdoria,Acquah A.,C,6.0,24.0,1.0,,9.0,2.0,,,,,5.67,5.52,-3.5,2014-15
torino,Farnerud A.,C,10.0,22.0,1.0,5.0,2.0,,,,,,5.97,6.37,7.0,2014-15
atalanta,Raimondi C.,D,4.0,6.0,,2.0,1.0,,,,,,6.25,6.62,1.5,2014-15
parma,Lucarelli A.,D,7.0,28.0,1.0,1.0,12.0,1.0,,,,,5.57,5.5,-3.0,2014-15
roma,Gervinho,A,12.0,24.0,2.0,3.0,1.0,,,,,,5.98,6.35,8.5,2014-15
lazio,Candreva A.,C,29.0,34.0,10.0,8.0,6.0,,3.0,2.0,1.0,,6.44,7.41,32.0,2014-15
inter,Nagatomo Y.,D,5.0,14.0,,,1.0,1.0,,,,,5.62,5.5,-1.5,2014-15
juventus,Vidal A.,C,18.0,28.0,7.0,2.0,7.0,,3.0,2.0,1.0,,6.1,6.73,16.5,2014-15
cesena,Succi D.,A,5.0,9.0,2.0,,2.0,,,,,,5.64,6.36,5.0,2014-15
torino,Benassi M.,C,11.0,25.0,3.0,1.0,8.0,,,,,,5.87,6.12,6.0,2014-15
roma,De Rossi D.,C,10.0,26.0,2.0,,11.0,1.0,,,,,5.88,5.87,-0.5,2014-15
verona,Benussi F.,P,7.0,16.0,-25.0,,1.0,,,,,,6.06,4.47,-25.5,2014-15
cagliari,Caio Rangel,C,4.0,6.0,,,,,,,,,5.88,5.88,,2014-15
juventus,De Ceglie P.,D,4.0,13.0,3.0,,3.0,,,,,,5.58,6.15,7.5,2014-15
napoli,Gabbiadini M.,A,30.0,33.0,15.0,3.0,5.0,,,,,,6.24,7.71,45.5,2014-15
chievo,Bardi F.,P,4.0,10.0,-17.0,,,,,,,2.0,6.15,5.14,-11.0,2014-15
empoli,Rugani D.,D,14.0,38.0,3.0,,,,,,,,6.12,6.29,7.0,2014-15
cagliari,Conti D.,C,4.0,18.0,1.0,,10.0,1.0,,,,,5.58,5.42,-3.0,2014-15
inter,Icardi M.,A,37.0,36.0,22.0,5.0,4.0,,5.0,4.0,1.0,,6.09,7.97,66.0,2014-15
palermo,Bolzoni F.,C,5.0,23.0,,,3.0,,,,,,5.83,5.75,-1.5,2014-15
palermo,Monteleone D.,D,1.0,,,,,,,,,,,,,2014-15
juventus,Pepe S.,C,5.0,12.0,1.0,,,1.0,1.0,1.0,,,5.5,5.75,2.0,2014-15
atalanta,Scaloni L.,D,3.0,3.0,,,,,,,,,5.83,5.83,,2014-15
cagliari,Ceppitelli L.,D,4.0,25.0,,,7.0,,,,,,5.54,5.4,-3.5,2014-15
sampdoria,Bergessio G.,A,11.0,23.0,1.0,,,,,,,,5.71,5.88,3.0,2014-15
cesena,Magnusson H.,D,3.0,12.0,,,1.0,,,,,,5.5,5.46,-0.5,2014-15
parma,Feddal Z.,D,1.0,20.0,,,4.0,,,,,,5.53,5.55,-2.0,2014-15
parma,Jorquera C.,C,8.0,17.0,1.0,1.0,5.0,,,,,,5.97,6.11,1.5,2014-15
udinese,Zapata A.,C,4.0,1.0,,,,,,,,,,6.0,,2014-15
fiorentina,Badelj M.,C,7.0,21.0,1.0,,3.0,,,,,,5.53,5.61,1.5,2014-15
cesena,Nica C.,D,2.0,8.0,,,2.0,,,,,,5.33,4.83,-3.0,2014-15
sassuolo,Longhi A.,D,5.0,19.0,,,2.0,,,,,,5.74,5.68,-1.0,2014-15
fiorentina,Neto N.,P,13.0,29.0,-35.0,,4.0,,,,,,6.24,4.97,-37.0,2014-15
chievo,Mattiello F.,C,1.0,4.0,,,,,,,,,6.33,6.25,,2014-15
udinese,Karnezis O.,P,16.0,37.0,-51.0,,2.0,,,,,1.0,6.33,5.01,-49.0,2014-15
fiorentina,Joaquin,C,14.0,23.0,2.0,3.0,1.0,,,,,,6.24,6.64,8.5,2014-15
cesena,Perico G.,D,4.0,21.0,,,7.0,,,,,,5.61,5.42,-3.5,2014-15
sassuolo,Floro Flores A.,A,13.0,29.0,2.0,,4.0,,,,,,5.86,6.04,4.0,2014-15
fiorentina,Fernandez M.,C,15.0,29.0,2.0,4.0,1.0,,,,,,6.21,6.55,9.5,2014-15
napoli,Strinic I.,D,6.0,9.0,,2.0,1.0,,,,,,5.67,5.83,1.5,2014-15
cesena,Pulzetti N.,C,4.0,9.0,1.0,,1.0,,,,,,5.88,6.19,2.5,2014-15
atalanta,Biava G.,D,8.0,18.0,2.0,,4.0,1.0,,,,,6.08,6.25,3.0,2014-15
empoli,Maccarone M.,A,25.0,34.0,10.0,6.0,4.0,,1.0,1.0,,,6.16,7.16,34.0,2014-15
sassuolo,Missiroli S.,C,15.0,33.0,4.0,4.0,4.0,1.0,,,,,5.98,6.39,13.0,2014-15
verona,Saviola J.,A,9.0,15.0,1.0,1.0,1.0,,,,,,5.86,6.23,3.5,2014-15
sassuolo,Pegolo G.,P,4.0,,,,,,,,,,,,,2014-15
milan,Abbiati C.,P,6.0,11.0,-8.0,,,,,,,,6.1,5.3,-8.0,2014-15
chievo,Gamberini A.,D,6.0,20.0,,,2.0,,,,,,5.79,5.74,-1.0,2014-15
roma,Balzaretti F.,D,4.0,1.0,,,,,,,,,6.0,6.0,,2014-15
napoli,Henrique A.,D,4.0,11.0,,1.0,2.0,1.0,,,,,5.39,5.33,-1.0,2014-15
parma,Ghezzal A.,A,5.0,19.0,,,,,,,,,5.67,5.68,,2014-15
cesena,Agliardi F.,P,6.0,10.0,-19.0,,,,,,,,6.15,4.25,-19.0,2014-15
udinese,Kone P.,C,9.0,28.0,1.0,3.0,8.0,1.0,,,,,5.7,5.75,1.0,2014-15
chievo,Bizzarri A.,P,16.0,28.0,-24.0,,1.0,,,,,,6.29,5.41,-24.5,2014-15
fiorentina,Gomez M.,A,12.0,20.0,4.0,,3.0,,1.0,,1.0,,5.55,5.92,7.5,2014-15
genoa,Borriello M.,A,5.0,8.0,,2.0,1.0,,,,,,6.08,6.08,1.5,2014-15
juventus,Asamoah K.,C,4.0,7.0,,,2.0,,,,,,6.0,5.86,-1.0,2014-15
sassuolo,Berardi D.,A,33.0,32.0,15.0,5.0,13.0,1.0,7.0,6.0,1.0,,6.33,7.56,39.5,2014-15
juventus,Pogba P.,C,17.0,26.0,8.0,2.0,4.0,,,,,,6.46,7.42,24.0,2014-15
sampdoria,Obiang P.,C,11.0,34.0,3.0,1.0,12.0,,,,,,6.0,6.12,4.0,2014-15
torino,Darmian M.,D,16.0,33.0,2.0,1.0,2.0,,,,,,6.12,6.33,6.0,2014-15
empoli,Valdifiori M.,C,15.0,36.0,,7.0,6.0,1.0,,,,,6.35,6.42,3.0,2014-15
sassuolo,Natali C.,D,4.0,3.0,,,,,,,,,6.0,6.0,,2014-15
cesena,Carbonero C.,C,10.0,22.0,3.0,2.0,7.0,,,,,,5.58,5.95,7.5,2014-15
sampdoria,Romagnoli A.,D,9.0,30.0,2.0,1.0,9.0,,,,,,5.9,5.98,2.5,2014-15
napoli,Ghoulam F.,D,4.0,21.0,,2.0,6.0,1.0,,,,,5.62,5.52,-2.0,2014-15
genoa,Ariaudo L.,D,3.0,2.0,,,1.0,,,,,,4.75,5.0,-0.5,2014-15
torino,Glik K.,D,20.0,32.0,7.0,,8.0,,,,,,6.33,6.86,17.0,2014-15
genoa,Parente P.,D,1.0,,,,,,,,,,,6.0,,2014-15
inter,Santon D.,D,7.0,9.0,,,,,,,,,6.11,6.11,,2014-15
genoa,Rincon T.,C,10.0,29.0,,1.0,8.0,,,,,,6.16,6.05,-3.0,2014-15
sassuolo,Bianco P.,D,3.0,3.0,,,2.0,,,,,,5.25,4.75,-1.0,2014-15
genoa,Burdisso N.,D,8.0,30.0,1.0,,8.0,1.0,,,,,5.87,5.78,-2.0,2014-15
udinese,Bubnjic I.,D,4.0,6.0,,,1.0,,,,,,5.7,5.7,-0.5,2014-15
atalanta,Frezzolini G.,P,1.0,1.0,-1.0,,,,,,,,6.5,5.5,-1.0,2014-15
cagliari,Ekdal A.,C,14.0,33.0,5.0,1.0,7.0,,,,,,6.11,6.48,12.5,2014-15
palermo,Gonzalez G.,D,10.0,28.0,1.0,,6.0,,,,,,6.09,6.09,,2014-15
napoli,Andujar M.,P,3.0,15.0,-24.0,,1.0,,,,,,5.7,4.07,-24.5,2014-15
atalanta,Moralez M.,C,18.0,30.0,5.0,4.0,3.0,,,,,,6.12,6.7,17.5,2014-15
empoli,Pucciarelli M.,C,16.0,34.0,5.0,3.0,2.0,,,,,,6.0,6.53,17.0,2014-15
juventus,Buffon G.,P,24.0,33.0,-20.0,,,,,,,2.0,6.35,5.91,-14.0,2014-15
cesena,Ze Eduardo,C,3.0,13.0,1.0,1.0,2.0,1.0,,,,,5.29,5.46,2.0,2014-15
sampdoria,Regini V.,D,6.0,28.0,,,5.0,1.0,,,,,5.63,5.5,-3.5,2014-15
genoa,Roncaglia F.,D,7.0,32.0,,1.0,11.0,2.0,,,,,5.78,5.59,-6.5,2014-15
palermo,Ujkani S.,P,1.0,3.0,-4.0,,,,,,,,5.83,4.5,-4.0,2014-15
palermo,Vitiello R.,D,7.0,19.0,1.0,,3.0,,,,,,5.92,6.0,1.5,2014-15
sampdoria,Palombo A.,C,10.0,36.0,1.0,1.0,7.0,,1.0,1.0,,,5.96,5.97,0.5,2014-15
sampdoria,Eder C.,A,20.0,30.0,9.0,2.0,4.0,,1.0,1.0,,,6.27,7.17,27.0,2014-15
udinese,Hallberg M.,C,4.0,4.0,,,1.0,,,,,,5.5,5.5,-0.5,2014-15
juventus,Coman K.,C,5.0,14.0,,2.0,,,,,,,6.14,6.43,2.0,2014-15
udinese,Allan M.,C,14.0,35.0,1.0,4.0,8.0,,,,,,6.09,6.2,3.0,2014-15
empoli,Vecino M.,C,13.0,36.0,2.0,2.0,6.0,,,,,,6.08,6.19,5.0,2014-15
milan,Mexes P.,D,8.0,20.0,2.0,,9.0,1.0,,,,,5.76,5.82,0.5,2014-15
palermo,Daprela F.,D,5.0,22.0,,,3.0,,,,,,5.66,5.56,-1.5,2014-15
cesena,Volta M.,D,4.0,24.0,,1.0,7.0,1.0,,,,,5.59,5.43,-3.5,2014-15
atalanta,Estigarribia M.,C,4.0,9.0,1.0,,1.0,,,,,,5.83,6.11,2.5,2014-15
udinese,Geijo A.,A,5.0,13.0,1.0,,,,,,,,5.67,6.06,3.0,2014-15
verona,Toni L.,A,41.0,38.0,22.0,2.0,3.0,,6.0,4.0,2.0,,6.36,7.95,60.5,2014-15
cagliari,Crisetig L.,C,6.0,28.0,,,8.0,,,,,,5.77,5.62,-4.0,2014-15
palermo,Sorrentino S.,P,16.0,35.0,-51.0,,1.0,,,,,,6.17,4.7,-51.5,2014-15
fiorentina,Vargas J.,C,10.0,19.0,1.0,1.0,2.0,,,,,,5.92,6.15,3.0,2014-15
palermo,Bentivegna A.,A,1.0,3.0,,,,,,,,,,,,2014-15
parma,Mirante A.,P,15.0,33.0,-60.0,,4.0,1.0,,,,1.0,6.17,4.42,-60.0,2014-15
lazio,Mauri S.,C,19.0,29.0,9.0,1.0,5.0,,,,,,6.13,7.07,25.5,2014-15
roma,Pellegrini L.,C,1.0,1.0,,,,,,,,,6.0,6.0,,2014-15
parma,Mauri J.,C,13.0,33.0,2.0,1.0,6.0,,,,,,6.14,6.24,4.0,2014-15
juventus,Lichtsteiner S.,D,14.0,32.0,3.0,3.0,8.0,1.0,,,,,5.97,6.19,7.0,2014-15
empoli,Somma M.,D,1.0,2.0,,,1.0,,,,,,5.75,5.67,-0.5,2014-15
sampdoria,Etoo S.,A,21.0,18.0,2.0,2.0,1.0,,,,,,5.97,6.41,7.5,2014-15
fiorentina,Rosi A.,D,4.0,11.0,,,1.0,,,,,,5.71,5.64,-0.5,2014-15
sassuolo,Magnanelli F.,C,8.0,29.0,1.0,1.0,11.0,,,,,,5.91,5.86,-1.5,2014-15
inter,Andreolli M.,D,4.0,6.0,,,,,,,,,5.83,5.83,,2014-15
atalanta,Del G.,D,5.0,13.0,,1.0,,,,,,,5.79,5.88,1.0,2014-15
juventus,Llorente F.,A,21.0,31.0,7.0,,,,,,,,5.76,6.48,21.0,2014-15
milan,Menez J.,C,20.0,33.0,16.0,2.0,3.0,1.0,8.0,8.0,,,5.85,7.29,47.5,2014-15
udinese,Heurtaux T.,D,7.0,26.0,1.0,1.0,4.0,1.0,,,,,5.75,5.8,1.0,2014-15
empoli,Laurini V.,D,5.0,15.0,,,1.0,,,,,,5.73,5.59,-2.5,2014-15
palermo,Jajalo M.,C,8.0,16.0,1.0,1.0,5.0,,,,,,5.9,6.0,1.5,2014-15
palermo,Quaison R.,C,9.0,19.0,2.0,1.0,2.0,,,,,,6.15,6.62,6.0,2014-15
sassuolo,Terranova E.,D,4.0,9.0,,,,,,,,,5.67,5.67,,2014-15
verona,Obbadi M.,C,8.0,22.0,1.0,1.0,6.0,,,,,,6.0,6.05,1.0,2014-15
napoli,Mesto G.,D,4.0,7.0,,,1.0,,,,,,5.38,5.25,-0.5,2014-15
fiorentina,Pizarro D.,C,11.0,26.0,,2.0,4.0,,,,,,6.1,6.1,,2014-15
atalanta,Bianchi R.,A,5.0,21.0,,,1.0,,,,,,5.55,5.53,-0.5,2014-15
parma,Galloppa D.,C,4.0,17.0,,1.0,5.0,1.0,,,,,5.59,5.61,-2.5,2014-15
empoli,Croce D.,C,14.0,37.0,1.0,1.0,5.0,,,,,,6.24,6.28,1.5,2014-15
atalanta,Migliaccio G.,C,6.0,20.0,1.0,,8.0,,,,,,5.91,5.88,-1.0,2014-15
torino,Basha M.,C,5.0,6.0,1.0,,1.0,1.0,,,,,5.9,6.17,1.5,2014-15
juventus,Caceres M.,D,4.0,10.0,1.0,,1.0,,,,,,6.2,6.45,2.5,2014-15
udinese,Piris I.,D,8.0,31.0,,,7.0,,,,,,5.82,5.72,-3.5,2014-15
atalanta,Drame B.,D,5.0,29.0,,2.0,7.0,,,,,,5.55,5.5,-1.5,2014-15
lazio,Strakosha T.,P,1.0,,,,,,,,,,,,,2014-15
chievo,Seculin A.,P,1.0,,,,,,,,,,,6.0,,2014-15
genoa,Pavoletti L.,A,17.0,19.0,7.0,,4.0,,,,,,6.17,7.27,19.0,2014-15
fiorentina,Tatarusanu C.,P,5.0,9.0,-11.0,,,,,,,,6.17,4.72,-13.0,2014-15
milan,Pazzini G.,A,15.0,26.0,4.0,,2.0,,3.0,3.0,,,5.5,6.08,11.0,2014-15
napoli,Zuniga J.,D,4.0,7.0,,2.0,,,,,,,5.42,5.75,2.0,2014-15
lazio,Mauricio,D,5.0,15.0,,,7.0,1.0,,,,,5.6,5.3,-4.5,2014-15
genoa,Bergdich Z.,C,6.0,11.0,,,,,,,,,5.68,5.73,,2014-15
