squadra,giocatore,ruolo,quotazione,partite_giocate,gol_fatti_subiti,assist,ammonizioni,espulsioni,rigori_tirati,rigori_realizzati,rigori_sbagliati,rigori_parati,media_voto,media_magic_voto,media_punti,yyss
chievo,Mattiello F.,D,4.0,1.0,,1.0,,,,,,,5.0,6.0,1.0,2015-16
torino,Martinez J.,A,9.0,21.0,3.0,,,,,,,,5.53,6.06,9.0,2015-16
milan,Donnarumma G.,P,16.0,30.0,-29.0,,3.0,,,,,,6.25,5.23,-30.5,2015-16
napoli,Hysaj E.,D,12.0,37.0,,2.0,5.0,,,,,,5.96,5.95,-0.5,2015-16
carpi,Di Gaudio A.,T (C),11.0,29.0,3.0,3.0,2.0,,,,,,6.04,6.41,11.0,2015-16
inter,Biabiany J.,T (A),4.0,20.0,1.0,2.0,3.0,,,,,,6.0,6.17,3.5,2015-16
frosinone,Longo S.,A,3.0,18.0,,,2.0,,,,,,5.44,5.33,-1.0,2015-16
udinese,Pontisso S.,C,1.0,,,,,,,,,,,,,2015-16
verona,Wszolek P.,C,7.0,28.0,,3.0,4.0,1.0,,,,,5.74,5.73,,2015-16
bologna,Sarr M.,P,1.0,,,,,,,,,,,,,2015-16
udinese,Di Natale A.,A,10.0,23.0,2.0,3.0,,,2.0,1.0,1.0,,5.87,6.13,6.0,2015-16
genoa,Ntcham O.,C,4.0,17.0,,1.0,2.0,,,,,,5.84,5.84,,2015-16
milan,Bacca C.,A,26.0,38.0,18.0,2.0,2.0,,2.0,2.0,,,5.72,7.16,55.0,2015-16
carpi,Mancosu M.,A,4.0,21.0,2.0,,2.0,,1.0,1.0,,,5.47,5.76,5.5,2015-16
lazio,Marchetti F.,P,16.0,29.0,-39.0,,,,,,,2.0,6.09,4.95,-33.0,2015-16
frosinone,Leali N.,P,10.0,33.0,-59.0,,4.0,,,,,1.0,6.14,4.38,-58.0,2015-16
lazio,Candreva A.,T (C),18.0,30.0,10.0,3.0,4.0,,8.0,6.0,2.0,,5.9,6.73,25.0,2015-16
fiorentina,Lezzerini L.,P,1.0,2.0,-3.0,,,,,,,,6.0,4.5,-3.0,2015-16
empoli,Diousse A.,C,3.0,15.0,,,2.0,1.0,,,,,6.0,5.83,-2.0,2015-16
torino,Ichazo S.,P,1.0,2.0,-4.0,,,,,,,,5.5,4.0,-4.0,2015-16
verona,Fares M.,A,4.0,11.0,,1.0,2.0,,,,,,5.56,5.56,,2015-16
udinese,Iniguez G.,C,4.0,,,,,,,,,,,,,2015-16
inter,Perisic I.,T (C),23.0,34.0,7.0,5.0,5.0,,,,,,6.02,6.7,23.5,2015-16
lazio,Guerrieri G.,P,1.0,,,,,,,,,,,,,2015-16
fiorentina,Astori D.,D,9.0,33.0,,,5.0,,,,,,5.94,5.86,-2.5,2015-16
empoli,Mario Rui,D,9.0,36.0,,1.0,6.0,1.0,,,,,5.79,5.71,-3.0,2015-16
milan,Bertolacci A.,C,4.0,27.0,1.0,1.0,6.0,,,,,,5.46,5.5,1.0,2015-16
frosinone,Pryima V.,D,3.0,5.0,,,1.0,,,,,,5.62,5.6,-0.5,2015-16
juventus,Rubinho,P,1.0,,,,,1.0,,,,,,,,2015-16
napoli,Grassi A.,C,4.0,13.0,,,4.0,1.0,,,,,5.81,5.58,-3.0,2015-16
bologna,Acquafresca R.,A,3.0,6.0,,,,,,,,,5.25,5.25,,2015-16
chievo,Frey N.,D,4.0,19.0,,,3.0,,,,,,5.64,5.44,-3.5,2015-16
chievo,Costa F.,D,4.0,5.0,,,,,,,,,5.88,5.88,,2015-16
sassuolo,Pomini A.,P,1.0,,,,,,,,,,,5.0,,2015-16
frosinone,Soddimo D.,T (C),5.0,28.0,1.0,2.0,9.0,1.0,,,,,5.86,5.86,,2015-16
verona,Gomez J.,T (A),8.0,33.0,1.0,,3.0,,,,,,5.62,5.66,1.5,2015-16
verona,Gilberto,D,3.0,10.0,,,2.0,,,,,,5.78,5.72,-0.5,2015-16
palermo,Vazquez F.,T (A),26.0,36.0,8.0,4.0,11.0,,1.0,1.0,,,6.21,6.83,22.5,2015-16
juventus,Padoin S.,C,4.0,12.0,1.0,,2.0,,,,,,5.69,5.94,2.0,2015-16
sampdoria,Palombo A.,C,3.0,7.0,,,,,,,,,5.57,5.57,,2015-16
milan,Mexes P.,D,3.0,5.0,1.0,,4.0,,,,,,5.8,6.0,1.0,2015-16
juventus,Caceres M.,D,4.0,6.0,,,,,,,,,6.08,6.08,,2015-16
bologna,Brienza F.,T (C),11.0,29.0,3.0,3.0,1.0,,,,,,6.13,6.58,11.5,2015-16
torino,Avelar D.,D,2.0,6.0,,1.0,1.0,,,,,,5.9,5.75,-1.0,2015-16
napoli,Gabriel F.,P,1.0,1.0,-3.0,,,,,,,1.0,5.0,5.0,,2015-16
