Sqd,Giocatore,Ruolo,Q,PG,G,A,AM,ES,RT,RR,RS,RP,MV,MM,MP,yyss
palermo,Balogh N.,A,3.0,15.0,,,1.0,1.0,,,,,5.4,5.25,-1.5,2016-17
palermo,Posavec J.,P,4.0,28.0,,,1.0,,,,,,6.04,3.64,-63.5,2016-17
genoa,Gentiletti S.,D,4.0,15.0,,1.0,1.0,1.0,,,,,5.47,5.47,-0.5,2016-17
sassuolo,Defrel G.,A,24.0,28.0,12.0,1.0,1.0,,1.0,1.0,,,6.35,7.36,36.5,2016-17
atalanta,Gomez A.,T (C),39.0,36.0,16.0,10.0,6.0,,2.0,2.0,,,6.89,8.19,55.0,2016-17
sampdoria,Pavlovic D.,D,4.0,8.0,,,2.0,,,,,,5.28,5.17,-1.0,2016-17
torino,Avelar D.,D,4.0,3.0,,,1.0,,,,,,5.5,5.33,-0.5,2016-17
genoa,Burdisso N.,D,6.0,34.0,,,10.0,,,,,,5.95,5.64,-5.0,2016-17
atalanta,Zukanovic E.,D,4.0,18.0,,,1.0,,,,,,6.24,5.86,-0.5,2016-17
roma,Jesus J.,D,5.0,20.0,,,5.0,,,,,,5.84,5.69,-2.5,2016-17
empoli,Pucciarelli M.,A,9.0,31.0,3.0,1.0,2.0,,2.0,1.0,1.0,,5.65,5.66,6.0,2016-17
torino,Moretti E.,D,10.0,23.0,1.0,2.0,5.0,,,,,,6.02,6.13,2.5,2016-17
roma,Florenzi A.,D,3.0,8.0,,4.0,3.0,,,,,,6.17,6.44,2.5,2016-17
bologna,Krejci L.,T (C),13.0,35.0,1.0,7.0,2.0,,1.0,1.0,,,6.0,6.09,9.0,2016-17
atalanta,Berisha E.,P,14.0,26.0,,,2.0,,,,,,6.25,5.21,-27.0,2016-17
sassuolo,Aquilani A.,C,8.0,25.0,1.0,1.0,4.0,1.0,,,,,5.8,5.85,1.0,2016-17
lazio,Bastos,D,3.0,10.0,,,4.0,1.0,,,,,5.6,5.3,-3.0,2016-17
empoli,Marilungo G.,A,5.0,20.0,,3.0,2.0,,,,,,5.56,5.67,2.0,2016-17
pescara,Del Sole F.,T (A),1.0,,,,,,,,,,,6.0,,2016-17
atalanta,Migliaccio G.,C,3.0,3.0,,,,,,,,,,,,2016-17
chievo,Meggiorini R.,A,10.0,26.0,3.0,,6.0,,,,,,6.12,6.11,6.0,2016-17
udinese,Zapata D.,A,23.0,37.0,10.0,2.0,3.0,,1.0,1.0,,,6.15,6.79,30.5,2016-17
cagliari,Farias D.,T (A),16.0,20.0,7.0,2.0,4.0,,2.0,2.0,,,6.08,7.12,21.0,2016-17
empoli,Maccarone M.,A,15.0,28.0,5.0,2.0,3.0,1.0,2.0,2.0,,,5.66,6.18,14.5,2016-17
napoli,Allan M.,C,16.0,28.0,1.0,3.0,3.0,,,,,,6.37,6.3,4.5,2016-17
fiorentina,Salcedo C.,D,4.0,16.0,,1.0,7.0,,,,,,5.59,5.5,-2.5,2016-17
torino,Iturbe J.,T (A),7.0,21.0,1.0,3.0,1.0,,,,,,5.53,5.88,5.5,2016-17
cagliari,Alves B.,D,8.0,35.0,1.0,,5.0,1.0,,,,,5.99,5.81,-0.5,2016-17
lazio,Keita B.,T (A),33.0,31.0,16.0,3.0,4.0,1.0,2.0,2.0,,,6.47,8.02,48.0,2016-17
inter,Pinamonti A.,A,1.0,2.0,,,,,,,,,,,,2016-17
inter,Biabiany J.,T (C),4.0,1.0,,,,,,,,,,,,2016-17
udinese,Ewandro,T (A),4.0,5.0,,,,,,,,,5.67,5.67,,2016-17
torino,Boye L.,A,8.0,29.0,1.0,2.0,5.0,,,,,,6.1,5.96,2.5,2016-17
pescara,Kastanos G.,C,1.0,7.0,,,1.0,,,,,,5.25,5.17,-0.5,2016-17
napoli,Chiriches V.,D,4.0,13.0,2.0,,,,,,,,5.96,6.42,6.0,2016-17
genoa,Morosini L.,T (C),4.0,4.0,,,,,,,,,5.75,5.75,,2016-17
sampdoria,Puggioni C.,P,6.0,21.0,,,3.0,,,,,1.0,6.07,4.48,-33.5,2016-17
atalanta,Paloschi A.,A,4.0,12.0,,,,,1.0,,1.0,,5.5,5.12,-3.0,2016-17
milan,Montolivo R.,C,5.0,8.0,,,2.0,,,,,,5.89,5.8,-1.0,2016-17
atalanta,Dalessandro M.,T (C),6.0,23.0,1.0,1.0,2.0,,,,,,6.38,6.18,3.0,2016-17
crotone,Crisetig L.,C,8.0,32.0,,1.0,11.0,1.0,,,,,5.85,5.68,-5.5,2016-17
sampdoria,Sala J.,C,4.0,19.0,,,5.0,,,,,,5.76,5.35,-2.5,2016-17
pescara,Mitrita A.,T (C),7.0,14.0,1.0,2.0,1.0,,,,,,6.17,6.0,4.5,2016-17
palermo,Trajkovski A.,T (A),4.0,11.0,1.0,,1.0,,,,,,5.44,5.72,2.5,2016-17
crotone,Nicoletti M.,C,1.0,,,,,,,,,,,6.0,,2016-17
juventus,Benatia M.,D,8.0,14.0,1.0,,3.0,,,,,,6.61,6.25,1.5,2016-17
empoli,Tello A.,C,4.0,18.0,,,6.0,,,,,,5.53,5.37,-2.5,2016-17
sampdoria,Budimir A.,A,4.0,10.0,,,,,,,,,5.62,5.62,,2016-17
empoli,Croce D.,C,14.0,34.0,1.0,,4.0,,,,,,6.32,6.17,1.0,2016-17
palermo,Aleesami H.,D,10.0,30.0,1.0,2.0,6.0,,,,,,6.05,5.92,2.0,2016-17
roma,Dzeko E.,A,46.0,36.0,29.0,8.0,4.0,,3.0,1.0,2.0,,6.78,8.95,87.0,2016-17
crotone,Festa M.,P,3.0,2.0,,,1.0,,,,,,7.25,5.0,-4.5,2016-17
crotone,Stoian A.,T (C),10.0,26.0,3.0,1.0,3.0,,,,,,5.86,6.23,8.5,2016-17
lazio,Vargic I.,P,1.0,1.0,,,,,,,,,5.5,2.5,-3.0,2016-17
roma,Peres B.,D,10.0,29.0,2.0,1.0,3.0,,,,,,5.85,5.84,5.5,2016-17
milan,Gomez G.,D,4.0,16.0,,,4.0,,,,,,5.71,5.58,-2.0,2016-17
lazio,Milinkovic S.,C,15.0,33.0,4.0,6.0,8.0,,,,,,6.26,6.49,14.0,2016-17
sassuolo,Missiroli S.,C,5.0,13.0,,,3.0,,,,,,5.88,5.75,-1.5,2016-17
juventus,Dybala P.,A,33.0,29.0,11.0,7.0,2.0,,3.0,3.0,,,6.83,7.91,39.0,2016-17
genoa,Rubinho,P,1.0,2.0,,,,,,,,,5.0,1.0,-8.0,2016-17
roma,El Shaarawy S.,T (A),26.0,31.0,8.0,3.0,,,,,,,6.43,7.16,27.0,2016-17
lazio,Radu S.,D,10.0,28.0,2.0,1.0,10.0,,,,,,6.2,6.05,2.0,2016-17
roma,Grenier C.,C,8.0,6.0,,1.0,1.0,,,,,,6.2,6.3,0.5,2016-17
cagliari,Han K.,A,4.0,3.0,,,,,,,,,6.0,6.0,,2016-17
sassuolo,Acerbi F.,D,18.0,37.0,4.0,,2.0,,1.0,1.0,,,6.39,6.46,9.0,2016-17
roma,Manolas K.,D,13.0,32.0,1.0,,7.0,,,,,,6.37,6.16,-0.5,2016-17
fiorentina,Diakhate A.,C,1.0,,,,,,,,,,,6.0,,2016-17
chievo,Hetemaj P.,C,6.0,22.0,,,6.0,,,,,,6.18,5.78,-3.0,2016-17
torino,De Silvestri L.,D,6.0,15.0,1.0,2.0,1.0,,,,,,6.07,5.97,4.5,2016-17
bologna,Oikonomou M.,D,4.0,17.0,,,1.0,,,,,,5.84,5.5,-0.5,2016-17
pescara,Bahebeck J.,T (A),8.0,13.0,4.0,1.0,,,,,,,5.83,6.85,13.0,2016-17
pescara,Gilardino A.,A,4.0,16.0,,,1.0,,,,,,5.12,5.5,-0.5,2016-17
sampdoria,Amuzie S.,D,2.0,,,,,,,,,,,,,2016-17
roma,Strootman K.,C,19.0,32.0,4.0,6.0,6.0,,,,,,6.42,6.68,15.0,2016-17
inter,Andreolli M.,D,6.0,6.0,1.0,,,,,,,,5.9,6.5,3.0,2016-17
torino,Remacle M.,C,1.0,,,,,,,,,,,,,2016-17
chievo,Dainelli D.,D,6.0,25.0,,,8.0,,,,,,6.2,5.73,-6.0,2016-17
napoli,Rog M.,C,7.0,15.0,,,4.0,,,,,,6.17,6.0,-2.0,2016-17
lazio,Biglia L.,C,14.0,28.0,4.0,3.0,8.0,,5.0,3.0,2.0,,6.3,6.25,5.0,2016-17
palermo,Goldaniga E.,D,6.0,27.0,2.0,,11.0,1.0,,,,,5.67,5.38,-2.5,2016-17
roma,Alisson R.,P,2.0,,,,,,,,,,,,,2016-17
udinese,De Paul R.,T (C),13.0,33.0,4.0,1.0,7.0,1.0,,,,,6.02,6.09,8.5,2016-17
torino,Benassi M.,C,10.0,27.0,5.0,2.0,5.0,,,,,,6.13,6.44,14.5,2016-17
udinese,Samir,D,7.0,20.0,,1.0,3.0,,,,,,6.38,6.05,-0.5,2016-17
pescara,Stendardo G.,D,3.0,9.0,,,1.0,,,,,,5.12,5.17,-0.5,2016-17
cagliari,Padoin S.,C,5.0,30.0,1.0,1.0,6.0,,,,,,5.83,5.65,1.0,2016-17
torino,Iago F.,T (C),22.0,34.0,12.0,4.0,2.0,,3.0,2.0,1.0,,6.27,7.15,36.0,2016-17
milan,Poli A.,C,4.0,12.0,,,1.0,,,,,,5.06,5.75,-0.5,2016-17
lazio,Lulic S.,C,17.0,30.0,3.0,8.0,7.0,1.0,,,,,6.37,6.56,12.5,2016-17
inter,Palacio R.,A,4.0,15.0,,2.0,1.0,,,,,,5.64,5.79,1.5,2016-17
genoa,Anibal S.,D,1.0,,,,,,,,,,,6.0,,2016-17
lazio,Wallace,D,6.0,25.0,1.0,,3.0,,,,,,5.6,5.67,1.5,2016-17
fiorentina,Cristoforo S.,C,4.0,18.0,,,,,,,,,5.81,5.83,,2016-17
empoli,Krunic R.,T (C),10.0,31.0,2.0,,10.0,,,,,,5.97,5.81,1.0,2016-17
milan,Plizzari A.,P,1.0,,,,,,,,,,,5.0,,2016-17
palermo,Lo Faso S.,A,3.0,10.0,,,,,,,,,5.83,5.83,,2016-17
udinese,Badu E.,C,8.0,28.0,,2.0,2.0,,,,,,5.87,5.7,1.0,2016-17
inter,Santon D.,D,5.0,13.0,,1.0,1.0,,,,,,5.95,5.5,0.5,2016-17
pescara,Campagnaro H.,D,4.0,18.0,2.0,,8.0,,,,,,5.97,5.66,,2016-17
bologna,Nagy A.,C,6.0,23.0,,,3.0,,,,,,6.18,5.85,-1.5,2016-17
milan,Deulofeu G.,T (A),20.0,16.0,4.0,1.0,4.0,,,,,,6.31,7.0,11.0,2016-17
sassuolo,Pellegrini L.,C,15.0,28.0,6.0,6.0,7.0,1.0,1.0,1.0,,,5.96,6.66,19.5,2016-17
juventus,Marchisio C.,C,10.0,18.0,1.0,1.0,2.0,,,,,,6.18,6.33,3.0,2016-17
milan,Locatelli M.,C,6.0,24.0,2.0,,7.0,,,,,,5.85,5.96,2.5,2016-17
torino,Barreca A.,D,6.0,28.0,,2.0,2.0,,,,,,5.83,5.87,1.0,2016-17
juventus,Pjaca M.,T (A),4.0,12.0,,,1.0,,,,,,5.64,5.62,-0.5,2016-17
chievo,Sorrentino S.,P,12.0,33.0,,,1.0,,,,,,6.42,4.69,-52.5,2016-17
crotone,Barberis A.,C,9.0,25.0,,3.0,3.0,,,,,,5.9,5.96,1.5,2016-17
palermo,Gazzi A.,C,5.0,24.0,,,6.0,2.0,,,,,6.13,5.67,-5.0,2016-17
cagliari,Miangue S.,D,4.0,6.0,,,1.0,,,,,,6.0,5.93,-0.5,2016-17
empoli,Bellusci G.,D,5.0,32.0,1.0,,15.0,,,,,,5.84,5.53,-4.5,2016-17
chievo,Sardo G.,D,3.0,1.0,,,,,,,,,,,,2016-17
milan,Zanellato N.,C,1.0,,,,,,,,,,,6.0,,2016-17
chievo,Gobbi M.,D,9.0,29.0,1.0,2.0,5.0,,,,,,6.05,5.93,2.5,2016-17
fiorentina,De Maio S.,D,4.0,5.0,,,1.0,,,,,,5.2,5.36,-0.5,2016-17
atalanta,Drame B.,D,4.0,10.0,,,1.0,,,,,,6.22,6.17,-0.5,2016-17
roma,Perotti D.,T (C),21.0,31.0,8.0,6.0,2.0,,6.0,6.0,,,6.2,7.28,29.0,2016-17
fiorentina,Tello C.,T (C),15.0,34.0,2.0,5.0,1.0,,,,,,6.0,6.14,10.5,2016-17
udinese,Silva G.,D,3.0,5.0,,,2.0,,,,,,5.5,5.25,-1.0,2016-17
chievo,Cesar B.,D,5.0,16.0,1.0,,8.0,1.0,,,,,6.03,5.56,-1.5,2016-17
palermo,Nestorovski I.,A,19.0,36.0,11.0,2.0,5.0,,1.0,1.0,,,6.1,6.81,32.5,2016-17
genoa,Ntcham O.,C,6.0,18.0,3.0,1.0,3.0,,,,,,6.03,6.17,8.5,2016-17
palermo,Jajalo M.,C,5.0,26.0,1.0,1.0,5.0,,,,,,5.5,5.56,1.5,2016-17
udinese,Danilo L.,D,8.0,35.0,2.0,,9.0,1.0,,,,,5.93,5.78,0.5,2016-17
roma,Lobont B.,P,1.0,,,,,,,,,,,,,2016-17
chievo,Gamberini A.,D,7.0,20.0,1.0,,1.0,,,,,,5.98,6.1,2.5,2016-17
torino,Gustafson S.,C,4.0,5.0,,,1.0,,,,,,5.7,5.6,-0.5,2016-17
torino,Castan L.,D,4.0,13.0,,,4.0,,,,,,5.92,5.77,-2.0,2016-17
sassuolo,Zecca G.,T (A),1.0,,,,,,,,,,,,,2016-17
sampdoria,Dodo,D,3.0,7.0,,,,,,,,,5.0,5.0,,2016-17
crotone,Simy,A,8.0,20.0,3.0,,,,,,,,5.96,6.16,9.0,2016-17
inter,Brozovic M.,C,12.0,23.0,4.0,1.0,7.0,,,,,,5.78,6.2,9.5,2016-17
cagliari,Farago P.,C,5.0,8.0,,,1.0,,,,,,5.67,5.57,-0.5,2016-17
lazio,Alberto L.,T (A),7.0,9.0,1.0,2.0,,,,,,,5.94,6.56,5.0,2016-17
genoa,Zima L.,P,1.0,,,,,,,,,,,5.0,,2016-17
sassuolo,Dellorco C.,D,4.0,9.0,,,,,,,,,5.94,5.94,,2016-17
pescara,Bovo C.,D,4.0,13.0,,,6.0,,,,,,6.33,5.64,-3.0,2016-17
milan,Suso,T (C),18.0,32.0,7.0,4.0,5.0,,1.0,,1.0,,6.42,6.79,19.5,2016-17
sampdoria,Linetty K.,C,13.0,34.0,1.0,3.0,5.0,,,,,,6.21,6.13,3.5,2016-17
crotone,Cuomo G.,D,1.0,1.0,,,,,,,,,,6.0,,2016-17
sassuolo,Pegolo G.,P,1.0,1.0,,,,,,,,,5.5,0.5,-5.0,2016-17
torino,Obi J.,C,4.0,20.0,,1.0,3.0,,,,,,5.85,5.82,-0.5,2016-17
udinese,Ranegie M.,A,4.0,,,,,,,,,,,,,2016-17
napoli,Mertens D.,T (C),49.0,34.0,28.0,8.0,6.0,,3.0,2.0,1.0,,7.0,9.32,86.0,2016-17
juventus,Cuadrado J.,T (C),17.0,30.0,2.0,6.0,8.0,,,,,,6.18,6.44,8.0,2016-17
empoli,Skorupski L.,P,16.0,35.0,,,2.0,,,,,4.0,6.24,4.91,-46.0,2016-17
bologna,Pulgar E.,C,5.0,25.0,1.0,,5.0,2.0,,,,,5.84,5.54,-1.5,2016-17
milan,Lapadula G.,A,19.0,26.0,8.0,2.0,3.0,,2.0,2.0,,,6.07,7.08,24.5,2016-17
fiorentina,Tomovic N.,D,5.0,24.0,,1.0,10.0,,,,,,5.8,5.42,-4.0,2016-17
bologna,Viviani F.,C,7.0,16.0,2.0,2.0,3.0,1.0,,,,,5.8,6.16,5.5,2016-17
fiorentina,Badelj M.,C,11.0,31.0,2.0,2.0,7.0,,,,,,6.12,6.06,4.5,2016-17
palermo,Punzi A.,D,1.0,,,,,,,,,,,,,2016-17
palermo,Embalo C.,T (C),4.0,12.0,,1.0,,,,,,,5.0,5.6,1.0,2016-17
cagliari,Di Gennaro D.,C,4.0,19.0,2.0,3.0,4.0,1.0,,,,,6.29,6.28,6.0,2016-17
napoli,Sepe L.,P,1.0,,,,,,,,,,,,,2016-17
lazio,Anderson F.,T (C),20.0,35.0,4.0,8.0,5.0,,1.0,1.0,,,6.34,6.65,17.5,2016-17
roma,De Rossi D.,C,18.0,30.0,4.0,3.0,9.0,,2.0,2.0,,,6.35,6.5,10.5,2016-17
inter,Icardi M.,A,37.0,33.0,24.0,4.0,1.0,,4.0,3.0,1.0,,6.36,8.31,72.5,2016-17
napoli,Milik A.,A,5.0,16.0,5.0,,1.0,,,,,,6.3,7.75,14.5,2016-17
roma,Szczesny W.,P,21.0,37.0,,,,,,,,2.0,6.5,5.49,-32.0,2016-17
bologna,Sarr M.,P,1.0,,,,,,,,,,,5.0,,2016-17
palermo,Marson L.,P,1.0,,,,,,,,,,,,,2016-17
atalanta,Forte F.,D,1.0,,,,,,,,,,,,,2016-17
udinese,Perisan S.,P,1.0,,,,,,,,,,,,,2016-17
juventus,Lemina M.,C,6.0,18.0,1.0,,1.0,,,,,,6.37,6.12,2.5,2016-17
crotone,Tonev A.,T (C),6.0,11.0,1.0,,2.0,,,,,,5.77,5.96,2.0,2016-17
udinese,Karnezis O.,P,14.0,32.0,,,3.0,,,,,,6.31,4.71,-46.5,2016-17
crotone,Martella B.,D,8.0,28.0,,,4.0,,,,,,5.93,5.67,-2.0,2016-17
torino,Lukic S.,C,4.0,14.0,,,6.0,,,,,,5.79,5.54,-3.0,2016-17
sassuolo,Pomini A.,P,1.0,,,,,,,,,,,,,2016-17
chievo,Bastien S.,C,7.0,12.0,1.0,,,,,,,,5.75,6.0,3.0,2016-17
chievo,De Guzman J.,T (C),8.0,27.0,2.0,1.0,3.0,,1.0,1.0,,,5.91,6.16,5.5,2016-17
roma,Nainggolan R.,C,29.0,36.0,11.0,2.0,2.0,,,,,,6.61,7.38,34.0,2016-17
genoa,Hiljemark O.,C,9.0,28.0,2.0,,1.0,,,,,,5.94,5.92,5.5,2016-17
pescara,Cubas A.,C,4.0,1.0,,,,,,,,,,,,2016-17
napoli,Giaccherini E.,T (C),4.0,16.0,1.0,,,,,,,,5.89,6.22,3.0,2016-17
napoli,Koulibaly K.,D,15.0,27.0,2.0,,6.0,,,,,,6.59,6.46,3.0,2016-17
napoli,Reina P.,P,20.0,36.0,,,1.0,,,,,1.0,6.22,5.09,-35.5,2016-17
cagliari,Pisacane F.,D,10.0,29.0,1.0,1.0,7.0,,,,,,5.88,5.9,0.5,2016-17
juventus,Audero E.,P,2.0,1.0,,,,,,,,,6.0,5.0,-1.0,2016-17
inter,Kondogbia G.,C,9.0,23.0,1.0,2.0,5.0,1.0,,,,,5.96,5.77,1.5,2016-17
fiorentina,Saponara R.,T (C),16.0,28.0,4.0,2.0,5.0,,,,,,5.94,6.37,11.5,2016-17
genoa,Cofie I.,C,5.0,14.0,,1.0,5.0,,,,,,5.88,5.77,-1.5,2016-17
fiorentina,Astori D.,D,11.0,32.0,2.0,,11.0,1.0,,,,,6.16,5.96,-0.5,2016-17
empoli,Pugliesi M.,P,1.0,,,,,,,,,,,,,2016-17
empoli,Pasqual M.,D,12.0,32.0,2.0,2.0,7.0,,1.0,1.0,,,5.8,5.94,4.5,2016-17
empoli,Buchel M.,C,3.0,14.0,,,4.0,,,,,,5.62,5.46,-2.0,2016-17
milan,Antonelli L.,D,4.0,7.0,,,1.0,,,,,,6.1,6.08,,2016-17
juventus,Mandzukic M.,A,24.0,32.0,6.0,2.0,5.0,,,,,,6.42,6.74,17.5,2016-17
bologna,Gastaldello D.,D,5.0,22.0,,1.0,10.0,2.0,,,,,5.95,5.46,-6.0,2016-17
udinese,Adnan A.,D,4.0,14.0,,,2.0,,,,,,5.39,5.32,-1.0,2016-17
sassuolo,Adjapong C.,D,4.0,9.0,1.0,,3.0,,,,,,4.93,6.0,1.5,2016-17
sampdoria,Barreto E.,C,11.0,31.0,2.0,,4.0,1.0,,,,,6.21,6.11,3.0,2016-17
juventus,Rugani D.,D,6.0,14.0,2.0,,4.0,,,,,,6.38,6.64,4.0,2016-17
chievo,Djibi N.,C,1.0,,,,,,,,,,,,,2016-17
pescara,Verre V.,C,5.0,27.0,,1.0,2.0,1.0,,,,,5.69,5.46,-1.0,2016-17
lazio,Djordjevic F.,A,4.0,16.0,,,,,,,,,5.62,5.62,,2016-17
inter,Candreva A.,T (C),19.0,37.0,6.0,9.0,2.0,,1.0,,1.0,,6.12,6.58,23.0,2016-17
inter,Sainsbury T.,D,3.0,1.0,,,1.0,,,,,,6.0,5.5,-0.5,2016-17
fiorentina,Rodriguez G.,D,9.0,26.0,1.0,,6.0,2.0,,,,,5.64,5.59,-2.0,2016-17
udinese,Hallfredsson E.,C,8.0,27.0,,3.0,10.0,,,,,,6.19,5.89,-2.0,2016-17
udinese,Scuffet S.,P,4.0,6.0,,,,,,,,,6.08,4.25,-11.0,2016-17
palermo,Giuliano S.,D,1.0,,,,,,,,,,,,,2016-17
milan,Zapata C.,D,7.0,14.0,1.0,,,,,,,,5.75,5.97,3.0,2016-17
udinese,Jankto J.,C,15.0,29.0,5.0,3.0,6.0,,,,,,6.18,6.78,15.0,2016-17
atalanta,Conti A.,D,21.0,32.0,8.0,4.0,12.0,,,,,,6.5,6.98,22.0,2016-17
juventus,Mandragora R.,C,3.0,1.0,,,,,,,,,,6.0,,2016-17
sampdoria,Falcone W.,P,1.0,,,,,,,,,,,,,2016-17
napoli,Leandrinho,T (C),3.0,,,,,,,,,,,,,2016-17
atalanta,Masiello A.,D,14.0,34.0,3.0,,9.0,,,,,,6.4,6.34,4.5,2016-17
pescara,Muric R.,T (C),7.0,5.0,1.0,,,,,,,,6.12,6.7,3.0,2016-17
napoli,Zerbin A.,T (A),1.0,,,,,,,,,,,,,2016-17
sampdoria,Bereszynski B.,D,5.0,13.0,,1.0,1.0,,,,,,5.5,5.54,0.5,2016-17
crotone,Cordaz A.,P,19.0,35.0,,,2.0,1.0,,,,2.0,6.31,4.94,-48.0,2016-17
genoa,Zanimacchia L.,T (C),1.0,,,,,,,,,,,6.0,,2016-17
lazio,Strakosha T.,P,9.0,21.0,,,1.0,,,,,,6.1,4.83,-26.5,2016-17
empoli,Zajc M.,C,7.0,5.0,1.0,1.0,,,,,,,6.33,7.67,4.0,2016-17
chievo,Izco M.,C,6.0,25.0,,1.0,1.0,,,,,,5.64,5.67,0.5,2016-17
atalanta,Cristante B.,C,13.0,27.0,3.0,2.0,2.0,,,,,,6.17,6.32,10.0,2016-17
napoli,Zielinski P.,C,22.0,35.0,5.0,6.0,4.0,,,,,,6.53,6.9,19.0,2016-17
napoli,Jorginho F.,C,14.0,26.0,,3.0,3.0,,,,,,6.37,6.19,1.5,2016-17
milan,Abate I.,D,4.0,21.0,,2.0,1.0,,,,,,6.12,5.91,1.5,2016-17
udinese,Bubnjic I.,D,2.0,,,,,,,,,,,,,2016-17
sampdoria,Regini V.,D,6.0,33.0,,4.0,5.0,,,,,,5.76,5.63,1.5,2016-17
palermo,Vitiello R.,D,3.0,4.0,,,1.0,,,,,,5.4,5.3,-0.5,2016-17
juventus,Khedira S.,C,18.0,29.0,5.0,3.0,2.0,,,,,,6.38,6.71,17.0,2016-17
inter,Ansaldi C.,D,7.0,21.0,,1.0,8.0,1.0,,,,,5.69,5.5,-4.0,2016-17
palermo,Sunjic T.,D,4.0,7.0,,,1.0,,,,,,5.5,5.38,-0.5,2016-17
udinese,Thereau C.,A,19.0,33.0,12.0,,3.0,,2.0,1.0,1.0,,5.77,6.73,31.5,2016-17
milan,Honda K.,T (C),6.0,8.0,1.0,,,,,,,,6.0,6.6,3.0,2016-17
atalanta,Latte E.,T (A),1.0,,,,,,,,,,,,,2016-17
juventus,Lichtsteiner S.,D,10.0,25.0,1.0,2.0,5.0,,,,,,6.17,6.02,2.5,2016-17
pescara,Benali A.,T (C),16.0,31.0,6.0,2.0,3.0,1.0,,,,,6.16,6.5,17.5,2016-17
pescara,Zampano F.,D,10.0,32.0,,5.0,2.0,,,,,,6.02,5.96,4.0,2016-17
sassuolo,Biondini D.,C,5.0,13.0,,,5.0,,,,,,6.29,5.61,-2.5,2016-17
udinese,Balic A.,T (C),6.0,4.0,1.0,,1.0,,,,,,6.5,7.12,2.5,2016-17
roma,Nura A.,D,1.0,,,,,,,,,,,,,2016-17
udinese,Kums S.,C,8.0,29.0,,1.0,3.0,,,,,,5.83,5.81,-0.5,2016-17
inter,Carrizo J.,P,1.0,1.0,,,,,,,,,6.0,4.0,-2.0,2016-17
juventus,Chiellini G.,D,10.0,20.0,2.0,1.0,4.0,,,,,,6.45,6.36,5.0,2016-17
pescara,Vitturini D.,D,2.0,3.0,,,,,,,,,5.17,5.38,,2016-17
cagliari,Colombo R.,P,2.0,1.0,,,,,,,,,6.0,6.0,,2016-17
fiorentina,Toledo H.,T (C),4.0,,,,,,,,,,,6.0,,2016-17
sassuolo,Letschert T.,D,3.0,9.0,,,2.0,1.0,,,,,5.33,5.11,-2.0,2016-17
chievo,Frey N.,D,4.0,15.0,,,2.0,,,,,,5.63,5.57,-1.0,2016-17
napoli,Ghoulam F.,D,12.0,28.0,,4.0,1.0,,,,,,6.26,6.16,3.5,2016-17
bologna,Tabacchi A.,T (C),1.0,,,,,,,,,,,6.0,,2016-17
atalanta,Melegoni F.,C,3.0,,,,,,,,,,,,,2016-17
empoli,Veseli F.,D,4.0,17.0,,2.0,3.0,,,,,,5.5,5.53,0.5,2016-17
sassuolo,Scamacca G.,A,1.0,,,,,,,,,,,,,2016-17
inter,Dambrosio D.,D,11.0,31.0,3.0,2.0,4.0,,,,,,5.9,6.0,9.0,2016-17
chievo,Castro L.,C,18.0,32.0,5.0,4.0,5.0,1.0,,,,,6.36,6.64,15.5,2016-17
cagliari,Isla M.,D,10.0,33.0,1.0,5.0,10.0,,,,,,5.85,5.76,3.0,2016-17
inter,Handanovic S.,P,19.0,36.0,,,4.0,,,,,1.0,6.36,5.07,-47.0,2016-17
bologna,Destro M.,A,19.0,28.0,11.0,,4.0,,1.0,,1.0,,5.82,6.57,28.0,2016-17
genoa,Pinilla M.,A,3.0,16.0,1.0,1.0,4.0,1.0,1.0,1.0,,,5.62,5.71,1.0,2016-17
fiorentina,Bernardeschi F.,T (C),22.0,30.0,11.0,2.0,5.0,1.0,4.0,3.0,1.0,,6.57,7.2,28.5,2016-17
napoli,Maksimovic N.,D,4.0,8.0,1.0,,1.0,,,,,,5.56,5.88,2.5,2016-17
pescara,Bruno A.,C,3.0,14.0,,,4.0,,,,,,5.5,5.39,-2.0,2016-17
inter,Gabriel B.,T (A),4.0,9.0,1.0,,2.0,,,,,,5.93,6.21,2.0,2016-17
udinese,Felipe D.,D,9.0,31.0,1.0,1.0,9.0,,,,,,6.05,5.84,-0.5,2016-17
sampdoria,Silvestre M.,D,11.0,35.0,,2.0,2.0,1.0,,,,,6.2,6.03,,2016-17
torino,Cucchietti T.,P,1.0,,,,,,,,,,,,,2016-17
fiorentina,Sportiello M.,P,4.0,8.0,,,1.0,,,,,,5.61,3.67,-17.5,2016-17
sassuolo,Ragusa A.,T (A),11.0,24.0,4.0,2.0,5.0,,,,,,6.1,6.34,11.5,2016-17
palermo,Cionek T.,D,6.0,28.0,,,8.0,,,,,,5.68,5.54,-4.0,2016-17
crotone,Acosty B.,T (A),9.0,10.0,,,2.0,,,,,,6.0,5.88,-1.0,2016-17
milan,Vangioni L.,D,5.0,14.0,,,3.0,,,,,,5.82,5.71,-1.5,2016-17
empoli,Diousse A.,C,6.0,32.0,,,13.0,,,,,,5.97,5.59,-6.5,2016-17
empoli,Costa A.,D,6.0,26.0,2.0,,6.0,,,,,,5.72,5.76,1.0,2016-17
atalanta,Molina S.,T (C),3.0,,,,,,,,,,,,,2016-17
roma,Soleri E.,A,2.0,,,,,,,,,,,,,2016-17
