Sqd,Giocatore,Ruolo,Q,PG,G,A,AM,ES,RT,RR,RS,RP,MV,MM,MP,yyss
lazio,Anderson D.,C,4.0,2.0,,,1.0,,,,,,5.83,5.66,-0.5,2019-20
milan,Begovic A.,P,2.0,2.0,,,,,,,,,6.5,5.0,-3.0,2019-20
spal,Valdifiori M.,C,7.0,20.0,,3.0,5.0,,,,,,5.77,5.8,0.6,2019-20
verona,Gunter K.,D,8.0,31.0,,,7.0,,,,,,5.79,5.67,-3.7,2019-20
sampdoria,Askildsen K.,D,4.0,3.0,1.0,,,1.0,,,,,6.0,7.16,3.5,2019-20
genoa,Romero C.,D,10.0,30.0,1.0,1.0,13.0,1.0,,,,,5.93,5.86,-2.1,2019-20
roma,Lopez P.,P,16.0,32.0,,,3.0,,,,,1.0,6.09,4.73,-43.5,2019-20
lecce,Meccariello B.,D,5.0,12.0,1.0,,1.0,,,,,,5.62,5.95,4.0,2019-20
inter,Bastoni A.,D,11.0,25.0,2.0,,7.0,1.0,,,,,5.98,6.16,4.5,2019-20
torino,Nkoulou N.,D,12.0,30.0,1.0,,3.0,1.0,,,,,5.93,6.0,2.1,2019-20
atalanta,Caldara M.,D,9.0,13.0,,1.0,1.0,,,,,,6.03,6.07,0.5,2019-20
parma,Darmian M.,D,13.0,32.0,1.0,1.0,6.0,,,,,,5.95,6.03,2.6,2019-20
atalanta,Piccoli R.,A,3.0,,,,,,,,,,5.5,5.5,,2019-20
inter,Padelli D.,P,2.0,3.0,,,,,,,,,5.33,4.0,-4.0,2019-20
udinese,Jajalo M.,C,8.0,24.0,,,6.0,1.0,,,,,5.85,5.68,-4.1,2019-20
milan,Laxalt D.,D,8.0,15.0,,1.0,3.0,,,,,,5.8,5.76,-0.6,2019-20
napoli,Callejon J.,T (C),22.0,32.0,4.0,7.0,2.0,,,,,,5.92,6.6,21.8,2019-20
napoli,Demme D.,C,10.0,14.0,1.0,,6.0,,,,,,6.0,6.07,1.0,2019-20
atalanta,Sportiello M.,P,6.0,6.0,,,,,,,,,6.0,5.16,-5.0,2019-20
udinese,Rodrigo Becao N.,D,10.0,28.0,1.0,,8.0,,,,,,5.85,5.87,0.6,2019-20
udinese,Ter Avest H.,D,6.0,13.0,,,1.0,,,,,,5.73,5.69,-0.5,2019-20
bologna,Corbo G.,D,1.0,2.0,,,1.0,,,,,,5.25,5.0,-0.5,2019-20
milan,Donnarumma G.,P,25.0,36.0,,,3.0,,,,,4.0,6.29,5.41,-31.6,2019-20
lecce,Paz N.,D,4.0,13.0,,1.0,5.0,,,,,,5.61,5.5,-1.4,2019-20
fiorentina,Terzic A.,D,3.0,,,,,,,,,,,,,2019-20
lecce,Lucioni F.,D,12.0,36.0,3.0,,8.0,1.0,,,,,5.69,5.87,6.5,2019-20
genoa,Zennaro M.,C,1.0,,,,,,,,,,,,,2019-20
genoa,Pajac M.,D,7.0,10.0,,,1.0,,,,,,5.6,5.55,-0.5,2019-20
cagliari,Nandez N.,C,17.0,35.0,2.0,3.0,14.0,,,,,,6.25,6.37,4.2,2019-20
torino,Verdi S.,T (C),17.0,32.0,2.0,6.0,4.0,,,,,,5.76,6.14,12.2,2019-20
parma,Karamoh Y.,T (A),12.0,12.0,1.0,1.0,,,,,,,5.62,5.95,4.0,2019-20
juventus,Rugani D.,D,6.0,8.0,,,2.0,,,,,,5.43,5.31,-0.9,2019-20
milan,Duarte L.,D,7.0,5.0,,,2.0,,,,,,5.6,5.4,-1.0,2019-20
spal,Thiam D.,P,2.0,2.0,,,,,,,,,6.0,4.0,-4.0,2019-20
spal,Vicari F.,D,5.0,33.0,,,4.0,,,,,,5.63,5.45,-5.9,2019-20
parma,Dermaku K.,D,7.0,14.0,,,2.0,,,,,,6.07,6.0,-1.0,2019-20
cagliari,Paloschi A.,A,7.0,13.0,,,,,,,,,5.23,5.23,,2019-20
cagliari,Rafael D.,P,4.0,6.0,,,,,,,,,6.08,4.25,-11.0,2019-20
verona,Berardi A.,P,1.0,,,,,,,,,,,,,2019-20
lecce,Gabriel V.,P,10.0,34.0,,,4.0,,,,,2.0,6.07,3.92,-73.1,2019-20
brescia,Donnarumma A.,A,21.0,25.0,7.0,2.0,1.0,,2.0,2.0,,,5.78,6.68,22.5,2019-20
inter,Dambrosio D.,D,16.0,18.0,4.0,,6.0,,,,,,6.05,6.88,14.9,2019-20
napoli,Hysaj E.,D,12.0,19.0,1.0,2.0,3.0,,,,,,5.97,6.23,5.0,2019-20
juventus,Ramsey A.,T (C),19.0,21.0,3.0,,1.0,,,,,,6.02,6.57,11.6,2019-20
inter,Skriniar M.,D,12.0,31.0,,,7.0,1.0,,,,,5.93,5.73,-6.4,2019-20
udinese,De Maio S.,D,11.0,18.0,,,1.0,,,,,,6.13,6.11,-0.3,2019-20
juventus,Chiellini G.,D,19.0,3.0,1.0,,,,,,,,6.16,7.66,4.5,2019-20
torino,Millico V.,A,3.0,4.0,,,,,,,,,5.5,5.5,,2019-20
spal,Dalessandro M.,C,11.0,14.0,2.0,,,1.0,,,,,5.85,6.35,7.0,2019-20
lazio,Bastos J.,D,7.0,14.0,1.0,,4.0,,,,,,5.57,5.6,0.4,2019-20
verona,Dawidowicz P.,D,8.0,10.0,1.0,,2.0,2.0,,,,,5.95,6.1,1.5,2019-20
cagliari,Pereiro G.,T (C),16.0,7.0,1.0,,2.0,,,,,,5.71,6.14,3.0,2019-20
cagliari,Walukiewicz S.,D,5.0,14.0,,,1.0,,,,,,5.6,5.57,-0.4,2019-20
spal,Castro L.,C,13.0,21.0,2.0,,2.0,,,,,,5.71,6.04,6.9,2019-20
lecce,Tachtsidis P.,C,7.0,27.0,,2.0,5.0,1.0,,,,,5.5,5.44,-1.6,2019-20
fiorentina,Dragowski B.,P,19.0,31.0,,,1.0,,,,,2.0,6.25,5.04,-37.6,2019-20
spal,Floccari S.,A,11.0,17.0,1.0,,3.0,,,,,,5.73,5.82,1.5,2019-20
sassuolo,Tripaldelli A.,D,2.0,2.0,,,,,,,,,5.25,5.25,,2019-20
fiorentina,Cutrone P.,A,22.0,18.0,4.0,1.0,1.0,,,,,,5.86,6.55,12.4,2019-20
bologna,Sarr M.,P,1.0,,,,,,,,,,,,,2019-20
sampdoria,Ramirez G.,T (C),22.0,24.0,7.0,2.0,5.0,,3.0,3.0,,,5.87,7.02,27.6,2019-20
sampdoria,La Gumina A.,A,11.0,3.0,,,,,,,,,5.83,5.83,,2019-20
verona,Jocic B.,T (C),2.0,,,,,,,,,,,,,2019-20
verona,Rrahmani A.,D,11.0,36.0,,1.0,5.0,,,,,,5.97,5.93,-1.4,2019-20
genoa,Iago F.,T (A),21.0,13.0,2.0,,,,3.0,2.0,1.0,,5.88,6.11,3.0,2019-20
sampdoria,Bertolacci A.,C,5.0,10.0,,,3.0,,,,,,5.6,5.45,-1.5,2019-20
udinese,Perisan S.,P,1.0,,,,,,,,,,,,,2019-20
atalanta,Ilicic J.,T (A),41.0,25.0,15.0,4.0,1.0,1.0,,,,,6.54,8.44,47.5,2019-20
roma,Ibanez -.,D,5.0,9.0,,,2.0,,,,,,6.0,5.88,-1.1,2019-20
lecce,Dellorco C.,D,6.0,13.0,,1.0,,1.0,,,,,5.57,5.57,,2019-20
inter,Lukaku R.,A,42.0,36.0,23.0,1.0,2.0,,6.0,6.0,,,6.43,8.34,68.7,2019-20
lazio,Armini N.,D,1.0,,,,,,,,,,,,,2019-20
milan,Musacchio M.,D,8.0,18.0,,,4.0,1.0,,,,,5.72,5.55,-3.1,2019-20
inter,Esposito S.,A,3.0,3.0,1.0,,1.0,,1.0,1.0,,,6.0,6.83,2.5,2019-20
napoli,Politano M.,T (A),18.0,21.0,2.0,2.0,1.0,,,,,,5.97,6.33,7.5,2019-20
torino,Berenguer A.,T (C),18.0,28.0,6.0,2.0,4.0,,,,,,5.83,6.69,24.1,2019-20
lazio,Caicedo F.,A,21.0,28.0,9.0,1.0,7.0,,1.0,,1.0,,6.16,6.92,21.3,2019-20
milan,Kjaer S.,D,12.0,20.0,,,4.0,,,,,,6.07,5.97,-2.0,2019-20
inter,Sanchez A.,A,29.0,18.0,4.0,8.0,2.0,1.0,1.0,1.0,,,6.25,7.25,18.0,2019-20
juventus,Cuadrado J.,C,15.0,33.0,2.0,3.0,7.0,1.0,,,,,6.06,6.25,6.3,2019-20
sassuolo,Caputo F.,A,39.0,34.0,21.0,6.0,3.0,,2.0,2.0,,,6.25,8.23,67.3,2019-20
genoa,Behrami V.,C,7.0,17.0,,,2.0,1.0,,,,,5.79,5.67,-2.0,2019-20
verona,Lucas M.,C,1.0,1.0,,,,,,,,,5.5,5.5,,2019-20
parma,Brugman G.,C,10.0,20.0,,1.0,4.0,,,,,,5.85,5.8,-1.0,2019-20
udinese,Sema K.,C,15.0,30.0,2.0,1.0,6.0,,,,,,6.08,6.28,6.0,2019-20
bologna,Schouten J.,C,8.0,18.0,,,6.0,1.0,,,,,5.88,5.66,-3.9,2019-20
fiorentina,Pulgar E.,C,18.0,35.0,7.0,6.0,9.0,,8.0,7.0,1.0,,5.84,6.6,26.6,2019-20
juventus,Pinsoglio C.,P,1.0,,,,,,,,,,5.5,5.5,,2019-20
lecce,Babacar K.,A,12.0,24.0,3.0,,4.0,,2.0,,2.0,,5.62,5.66,0.9,2019-20
genoa,Favilli A.,A,9.0,14.0,,,3.0,,,,,,5.8,5.66,-2.1,2019-20
genoa,Pinamonti A.,A,15.0,30.0,5.0,1.0,1.0,,2.0,1.0,1.0,,5.73,6.15,12.6,2019-20
udinese,Nicolas A.,P,1.0,,,,,,,,,,,,,2019-20
verona,Borini F.,T (C),15.0,15.0,3.0,,2.0,1.0,1.0,1.0,,,6.06,6.73,10.1,2019-20
napoli,Malcuit K.,D,8.0,3.0,,,,,,,,,6.0,6.0,,2019-20
juventus,Matuidi B.,C,11.0,32.0,,1.0,2.0,,,,,,5.81,5.81,,2019-20
atalanta,Pasalic M.,T (C),26.0,35.0,9.0,3.0,6.0,,,,,,6.0,6.97,34.0,2019-20
milan,Calhanoglu H.,C,31.0,35.0,9.0,8.0,6.0,,1.0,1.0,,,6.05,7.22,40.9,2019-20
fiorentina,Lirola P.,D,10.0,35.0,,1.0,4.0,,,,,,5.75,5.72,-1.1,2019-20
sassuolo,Russo A.,P,1.0,,,,,,,,,,,,,2019-20
bologna,Soriano R.,T (C),21.0,29.0,5.0,4.0,3.0,2.0,,,,,6.13,6.84,20.6,2019-20
cagliari,Carboni A.,D,2.0,6.0,,,2.0,2.0,,,,,5.58,5.08,-3.0,2019-20
lazio,Marusic A.,D,13.0,15.0,2.0,1.0,3.0,,,,,,6.03,6.6,8.5,2019-20
sassuolo,Magnani G.,D,9.0,6.0,1.0,,3.0,,,,,,5.83,6.33,3.0,2019-20
napoli,Younes A.,T (C),15.0,4.0,1.0,,1.0,,,,,,6.0,6.87,3.5,2019-20
lazio,Milinkovic S.,C,27.0,37.0,7.0,4.0,9.0,,,,,,6.2,6.94,27.4,2019-20
atalanta,Palomino J.,D,16.0,30.0,2.0,1.0,5.0,,,,,,6.1,6.28,5.4,2019-20
roma,Santon D.,D,5.0,11.0,,,3.0,,,,,,5.75,5.62,-1.6,2019-20
atalanta,Gosens R.,D,28.0,34.0,9.0,8.0,3.0,,,,,,6.36,7.75,47.3,2019-20
roma,Cristante B.,C,14.0,23.0,1.0,2.0,6.0,1.0,,,,,5.95,6.04,2.0,2019-20
sassuolo,Obiang P.,C,10.0,21.0,1.0,,10.0,,,,,,5.95,5.8,-3.2,2019-20
napoli,Mario Rui S.,D,10.0,23.0,,2.0,9.0,,,,,,5.91,5.8,-2.5,2019-20
lecce,Majer Z.,C,9.0,26.0,1.0,1.0,7.0,,,,,,5.81,5.87,1.6,2019-20
genoa,Eriksson S.,C,5.0,,,,,,,,,,,,,2019-20
lazio,Acerbi F.,D,18.0,36.0,2.0,2.0,4.0,,,,,,6.18,6.43,9.0,2019-20
spal,Reca A.,D,5.0,25.0,,2.0,2.0,,,,,,5.44,5.48,1.0,2019-20
roma,Cetin M.,D,4.0,5.0,,,2.0,1.0,,,,,5.9,5.5,-2.0,2019-20
milan,Rebic A.,T (A),30.0,21.0,11.0,2.0,4.0,,,,,,6.33,7.9,33.0,2019-20
roma,Kluivert J.,T (C),18.0,21.0,4.0,,4.0,1.0,,,,,5.8,6.42,13.0,2019-20
bologna,Sansone N.,T (A),13.0,32.0,4.0,2.0,5.0,,4.0,3.0,1.0,,5.71,5.98,8.7,2019-20
milan,Romagnoli A.,D,16.0,35.0,1.0,,4.0,,,,,,5.95,6.02,2.4,2019-20
inter,Young A.,C,19.0,17.0,4.0,4.0,1.0,,,,,,6.29,7.44,19.6,2019-20
lazio,Strakosha T.,P,21.0,38.0,,,2.0,,,,,1.0,6.31,5.26,-39.9,2019-20
parma,Olawale M.,A,1.0,,,,,,,,,,,,,2019-20
torino,Edera S.,T (A),7.0,8.0,1.0,1.0,2.0,,,,,,5.55,5.77,1.9,2019-20
inter,Biraghi C.,D,16.0,24.0,2.0,6.0,3.0,,,,,,5.91,6.47,13.5,2019-20
genoa,Marchetti F.,P,1.0,,,,,,,,,,,,,2019-20
sassuolo,Bourabia M.,C,7.0,14.0,1.0,1.0,4.0,1.0,,,,,5.9,5.76,-2.1,2019-20
lecce,Deiola A.,C,7.0,10.0,1.0,1.0,3.0,,,,,,5.7,6.05,3.5,2019-20
fiorentina,Castrovilli G.,C,14.0,33.0,3.0,2.0,10.0,,,,,,6.16,6.43,8.9,2019-20
verona,Faraoni D.,D,20.0,36.0,5.0,3.0,6.0,,,,,,6.12,6.75,22.7,2019-20
sampdoria,Ferrari A.,D,6.0,12.0,,,4.0,,,,,,5.87,5.7,-2.0,2019-20
roma,Under C.,T (C),22.0,15.0,3.0,,1.0,,,,,,5.93,6.7,11.5,2019-20
inter,Sensi S.,C,19.0,11.0,3.0,1.0,2.0,,,,,,6.5,7.5,12.0,2019-20
sampdoria,Thorsby M.,C,7.0,22.0,1.0,1.0,7.0,1.0,,,,,5.76,5.69,-1.6,2019-20
sampdoria,Tonelli L.,D,7.0,8.0,,,4.0,,,,,,5.83,5.61,-2.0,2019-20
parma,Kucka J.,C,21.0,26.0,6.0,2.0,4.0,1.0,2.0,2.0,,,6.15,7.03,22.9,2019-20
atalanta,Rossi F.,P,2.0,,,,,,,,,,6.0,5.0,-1.0,2019-20
juventus,Ronaldo C.,A,56.0,33.0,31.0,3.0,3.0,,13.0,12.0,1.0,,6.6,9.37,91.4,2019-20
spal,Felipe D.,D,5.0,13.0,,,4.0,,,,,,5.38,5.23,-1.9,2019-20
lecce,Mancosu M.,T (C),28.0,33.0,14.0,2.0,3.0,,11.0,9.0,2.0,,5.98,7.51,50.5,2019-20
udinese,Samir C.,D,11.0,19.0,1.0,,3.0,,,,,,5.65,5.81,3.0,2019-20
lecce,Barak A.,C,13.0,21.0,2.0,1.0,1.0,,,,,,5.9,6.3,8.4,2019-20
bologna,Danilo L.,D,14.0,30.0,2.0,,9.0,1.0,,,,,6.05,6.16,3.3,2019-20
verona,Badu E.,C,5.0,4.0,,,2.0,,,,,,5.62,5.37,-1.0,2019-20
brescia,Chancellor J.,D,12.0,26.0,3.0,,3.0,,,,,,5.73,6.11,9.9,2019-20
roma,Mkhitaryan H.,T (C),33.0,22.0,9.0,5.0,5.0,,,,,,6.2,7.95,38.5,2019-20
brescia,Mateju A.,D,2.0,30.0,,1.0,8.0,1.0,,,,,5.36,5.16,-6.0,2019-20
napoli,Ghoulam F.,D,13.0,7.0,,1.0,2.0,,,,,,5.92,5.92,,2019-20
spal,Strefezza G.,C,8.0,32.0,1.0,2.0,7.0,1.0,,,,,5.82,5.87,1.6,2019-20
roma,Peres B.,D,14.0,15.0,2.0,2.0,3.0,,,,,,6.2,6.83,9.5,2019-20
roma,Smalling C.,D,21.0,30.0,3.0,1.0,2.0,,,,,,6.4,6.85,13.5,2019-20
bologna,Svanberg M.,C,8.0,17.0,1.0,1.0,2.0,,,,,,5.97,6.2,3.9,2019-20
genoa,Barreca A.,D,9.0,17.0,,1.0,,,,,,,5.73,5.79,1.0,2019-20
napoli,Elmas E.,C,13.0,19.0,1.0,1.0,6.0,,,,,,6.07,6.18,2.1,2019-20
lazio,Lazzari M.,C,15.0,32.0,,2.0,6.0,,,,,,6.14,6.1,-1.3,2019-20
brescia,Tonali S.,C,13.0,35.0,1.0,7.0,9.0,,,,,,6.05,6.24,6.6,2019-20
sassuolo,Defrel G.,A,21.0,17.0,3.0,3.0,1.0,,1.0,1.0,,,5.94,6.61,11.4,2019-20
sampdoria,Bonazzoli F.,T (A),18.0,17.0,6.0,,1.0,,,,,,6.05,7.08,17.5,2019-20
inter,Handanovic S.,P,23.0,35.0,,,2.0,,,,,1.0,6.24,5.38,-30.1,2019-20
cagliari,Joao Pedro G.,T (A),28.0,36.0,18.0,3.0,6.0,,6.0,4.0,2.0,,6.31,7.65,48.2,2019-20
verona,Zaccagni M.,C,16.0,32.0,2.0,5.0,5.0,,,,,,6.18,6.5,10.6,2019-20
napoli,Ospina D.,P,12.0,17.0,,,,,,,,,5.94,4.94,-17.0,2019-20
parma,Kurtic J.,C,17.0,36.0,4.0,1.0,10.0,,,,,,5.94,6.27,11.9,2019-20
parma,Pezzella G.,D,6.0,17.0,,,2.0,,,,,,5.55,5.5,-0.9,2019-20
inter,Berni T.,P,1.0,,,,,,,,,,,,,2019-20
lazio,Jony -.,C,10.0,20.0,,1.0,4.0,,,,,,5.62,5.57,-1.0,2019-20
fiorentina,Caceres M.,D,9.0,27.0,1.0,,8.0,1.0,,,,,5.87,5.85,-0.5,2019-20
inter,Asamoah K.,D,10.0,8.0,,1.0,1.0,,,,,,6.06,6.12,0.5,2019-20
sassuolo,Toljan J.,D,12.0,27.0,1.0,2.0,8.0,,,,,,5.87,5.96,2.4,2019-20
verona,Veloso M.,C,16.0,34.0,3.0,3.0,6.0,,,,,,6.19,6.54,11.9,2019-20
spal,Cerri A.,A,10.0,15.0,2.0,,2.0,,,,,,5.6,5.93,5.0,2019-20
sassuolo,Peluso F.,D,4.0,20.0,,1.0,5.0,1.0,,,,,5.4,5.27,-2.6,2019-20
sampdoria,Colley O.,D,8.0,31.0,,1.0,10.0,,,,,,5.7,5.58,-3.7,2019-20
lazio,Parolo M.,C,13.0,28.0,1.0,,8.0,,,,,,5.92,5.92,,2019-20
juventus,Wesley -.,D,1.0,,,,,,,,,,,,,2019-20
torino,Lyanco S.,D,4.0,16.0,,,5.0,,,,,,5.43,5.15,-4.5,2019-20
parma,Caprari G.,T (A),15.0,27.0,5.0,,3.0,1.0,1.0,1.0,,,5.74,6.2,12.4,2019-20
parma,Siligardi L.,T (A),6.0,7.0,,1.0,,,,,,,5.78,5.92,0.9,2019-20
cagliari,Mattiello F.,D,8.0,16.0,,1.0,3.0,,,,,,5.96,5.93,-0.5,2019-20
juventus,Dybala P.,T (A),36.0,31.0,11.0,6.0,5.0,,1.0,1.0,,,6.8,7.98,36.6,2019-20
parma,Corvi E.,P,1.0,,,,,,,,,,,,,2019-20
cagliari,Pisacane F.,D,11.0,29.0,1.0,,6.0,1.0,,,,,5.93,5.94,0.3,2019-20
spal,Dabo B.,C,10.0,15.0,1.0,3.0,4.0,,,,,,5.76,6.1,5.1,2019-20
lecce,Donati G.,D,9.0,20.0,1.0,,4.0,,,,,,5.87,5.9,0.6,2019-20
sampdoria,Chabot J.,D,7.0,8.0,1.0,,1.0,1.0,,,,,5.62,6.0,3.0,2019-20
parma,Barilla A.,C,11.0,25.0,1.0,2.0,6.0,,,,,,5.86,5.98,3.0,2019-20
udinese,Larsen J.,D,15.0,33.0,1.0,3.0,5.0,,,,,,6.04,6.19,5.0,2019-20
spal,Petagna A.,A,21.0,36.0,12.0,1.0,5.0,,7.0,5.0,2.0,,5.97,6.76,28.5,2019-20
torino,Ansaldi C.,C,19.0,25.0,4.0,4.0,9.0,,,,,,6.22,6.84,15.5,2019-20
napoli,Di Lorenzo G.,D,18.0,33.0,3.0,3.0,5.0,,,,,,5.95,6.37,13.8,2019-20
atalanta,Hateboer H.,D,15.0,30.0,,4.0,10.0,,,,,,6.1,6.06,-1.2,2019-20
verona,Pazzini G.,A,18.0,9.0,4.0,,,,3.0,3.0,,,6.27,7.61,12.1,2019-20
lecce,Vigorito M.,P,3.0,5.0,,,1.0,,,,,,6.0,4.1,-9.5,2019-20
milan,Biglia L.,C,7.0,9.0,,1.0,4.0,,,,,,5.38,5.27,-1.0,2019-20
verona,Pessina M.,C,22.0,35.0,7.0,,7.0,,,,,,6.32,7.02,24.5,2019-20
juventus,Danilo -.,D,11.0,22.0,2.0,,2.0,1.0,,,,,5.59,5.9,6.8,2019-20
sassuolo,Ferrari G.,D,12.0,22.0,,1.0,5.0,,,,,,5.79,5.72,-1.6,2019-20
brescia,Torregrossa E.,A,19.0,25.0,7.0,2.0,8.0,,2.0,2.0,,,6.1,6.86,19.0,2019-20
lecce,Saponara R.,T (C),19.0,16.0,2.0,3.0,3.0,,,,,,5.93,6.53,9.6,2019-20
lazio,Cataldi D.,C,10.0,16.0,1.0,,3.0,,,,,,6.0,6.14,2.4,2019-20
roma,Zappacosta D.,D,11.0,9.0,,1.0,,,,,,,5.66,5.77,1.0,2019-20
sassuolo,Romagna F.,D,7.0,18.0,,,3.0,,,,,,5.8,5.72,-1.4,2019-20
lazio,Proto S.,P,1.0,,,,,,,,,,,,,2019-20
genoa,Vodisek R.,P,1.0,,,,,,,,,,,,,2019-20
milan,Paqueta L.,C,14.0,20.0,,1.0,7.0,,,,,,5.82,5.7,-2.4,2019-20
brescia,Martella B.,D,8.0,19.0,,,3.0,,,,,,5.73,5.65,-1.5,2019-20
udinese,Prodl S.,D,6.0,,,,,,,,,,,,,2019-20
roma,Fazio F.,D,15.0,15.0,1.0,,2.0,1.0,,,,,5.76,5.93,2.6,2019-20
milan,Bennacer I.,C,15.0,30.0,1.0,,14.0,,,,,,6.2,6.1,-3.0,2019-20
roma,Pellegrini L.,C,19.0,27.0,1.0,9.0,6.0,1.0,,,,,6.2,6.53,8.9,2019-20
brescia,Mangraviti M.,D,2.0,13.0,,,2.0,,,,,,5.3,5.23,-0.9,2019-20
bologna,Dijks M.,D,6.0,13.0,,,5.0,,,,,,5.69,5.5,-2.5,2019-20
cagliari,Farago P.,C,9.0,19.0,1.0,1.0,3.0,,,,,,5.81,5.89,1.5,2019-20
milan,Kessie F.,C,21.0,35.0,4.0,,3.0,,2.0,2.0,,,5.91,6.32,14.3,2019-20
verona,Danzi A.,C,2.0,,,,,,,,,,,,,2019-20
fiorentina,Dalbert H.,D,6.0,31.0,,4.0,8.0,1.0,,,,,5.5,5.46,-1.2,2019-20
spal,Farcas R.,D,1.0,,,,,,,,,,,,,2019-20
juventus,Alex Sandro L.,D,14.0,29.0,1.0,2.0,4.0,,,,,,5.68,5.84,4.7,2019-20
roma,Dzeko E.,A,33.0,35.0,16.0,3.0,4.0,,,,,,6.25,7.65,49.0,2019-20
roma,Pastore J.,T (C),14.0,8.0,,,,,,,,,6.12,6.12,,2019-20
bologna,Da Costa A.,P,2.0,1.0,,,,,,,,,6.0,5.0,-1.0,2019-20
sampdoria,Linetty K.,C,20.0,28.0,4.0,3.0,4.0,,,,,,6.03,6.64,17.1,2019-20
milan,Hernandez T.,D,22.0,33.0,6.0,2.0,10.0,,,,,,6.3,6.96,21.8,2019-20
atalanta,Traore A.,T (A),1.0,,,,,,,,,,,,,2019-20
atalanta,Malinovskiy R.,C,26.0,32.0,8.0,3.0,5.0,1.0,1.0,,1.0,,6.28,7.17,28.4,2019-20
spal,Cionek T.,D,4.0,27.0,,,11.0,,,,,,5.48,5.27,-5.7,2019-20
napoli,Lobotka S.,C,12.0,12.0,,,,,,,,,6.03,6.03,,2019-20
genoa,Schone L.,C,14.0,32.0,2.0,3.0,5.0,,1.0,,1.0,,5.85,6.03,5.8,2019-20
napoli,Llorente F.,A,17.0,11.0,3.0,1.0,1.0,,,,,,5.81,6.68,9.6,2019-20
milan,Leao R.,A,24.0,26.0,6.0,1.0,,,,,,,6.01,6.72,19.1,2019-20
parma,Radu I.,P,11.0,17.0,,,1.0,,,,,,6.14,4.05,-35.5,2019-20
parma,Colombi S.,P,5.0,4.0,,,,,,,,,6.5,5.5,-4.0,2019-20
atalanta,Djimsiti B.,D,14.0,34.0,2.0,1.0,5.0,,,,,,6.08,6.3,7.5,2019-20
lazio,Luis Alberto R.,T (C),31.0,36.0,6.0,15.0,5.0,,1.0,1.0,,,6.61,7.62,36.3,2019-20
bologna,Shehu K.,A,1.0,,,,,,,,,,,,,2019-20
spal,Letica K.,P,1.0,10.0,,,1.0,,,,,1.0,5.55,2.9,-26.5,2019-20
cagliari,Cigarini L.,C,10.0,20.0,,3.0,6.0,1.0,,,,,5.95,5.9,-1.0,2019-20
juventus,Bonucci L.,D,16.0,35.0,3.0,,9.0,,,,,,6.18,6.44,9.1,2019-20
napoli,Zielinski P.,C,18.0,36.0,2.0,2.0,4.0,,,,,,6.04,6.26,8.0,2019-20
parma,Regini V.,D,4.0,5.0,,,,,,,,,5.9,5.9,,2019-20
brescia,Alfonso E.,P,3.0,3.0,,,,,,,,,6.0,4.66,-4.0,2019-20
genoa,Criscito D.,D,20.0,25.0,8.0,,7.0,,10.0,8.0,2.0,,5.88,6.94,26.5,2019-20
sassuolo,Boga J.,T (A),25.0,34.0,11.0,2.0,,,,,,,6.25,7.27,34.7,2019-20
udinese,Fofana S.,C,20.0,31.0,3.0,7.0,4.0,,,,,,6.17,6.72,17.0,2019-20
spal,Murgia A.,C,7.0,24.0,,1.0,3.0,,,,,,5.54,5.52,-0.5,2019-20
genoa,Sturaro S.,C,9.0,15.0,1.0,1.0,7.0,,,,,,6.03,6.13,1.5,2019-20
verona,Bocchetti S.,D,6.0,4.0,,,2.0,,,,,,5.62,5.37,-1.0,2019-20
fiorentina,Ghezzal R.,T (C),13.0,15.0,1.0,,5.0,,,,,,5.76,5.86,1.5,2019-20
cagliari,Nainggolan R.,C,29.0,26.0,6.0,4.0,5.0,,,,,,6.5,7.48,25.5,2019-20
sassuolo,Marlon -.,D,8.0,23.0,,,7.0,,,,,,5.78,5.63,-3.4,2019-20
bologna,Palacio R.,A,21.0,33.0,7.0,3.0,5.0,,,,,,6.15,6.8,21.4,2019-20
milan,Gabbia M.,D,4.0,9.0,,,1.0,,,,,,6.05,6.0,-0.5,2019-20
atalanta,Freuler R.,C,19.0,30.0,2.0,1.0,3.0,,,,,,6.31,6.56,7.5,2019-20
parma,Gervinho,T (A),26.0,30.0,7.0,4.0,3.0,,1.0,,1.0,,6.06,6.75,20.7,2019-20
brescia,Dessena D.,C,11.0,24.0,2.0,,5.0,1.0,,,,,5.75,5.93,4.3,2019-20
lecce,Calderoni M.,D,10.0,24.0,3.0,2.0,7.0,,,,,,5.66,6.16,12.0,2019-20
